,0,1
1248,27253,PCDH17
1249,11341,SCRG1
1250,5129,CDK18
1251,9770,RASSF2
1252,2254,FGF9
1253,11247,NXPH4
1254,202374,STK32A
1255,23127,COLGALT2
1256,51435,SCARA3
1257,84302,PGAP4
1258,55314,TMEM144
1259,11178,LZTS1
1260,57369,GJD2
1261,26032,SUSD5
1262,374860,ANKRD30B
1263,9378,NRXN1
1264,5746,PTH2R
1265,54600,UGT1A9
1266,154150,HDGFL1
1267,28316,CDH20
1268,6511,SLC1A6
1269,5354,PLP1
1270,10687,PNMA2
1271,378807,CATSPER4
1272,187,APLNR
1273,283212,KLHL35
1274,1961,EGR4
1275,643965,TMEM88B
1276,6665,SOX15
1277,255928,SYT14
1278,22865,SLITRK3
1279,388394,RPRML
1280,343171,OR2W3
1281,23544,SEZ6L
1282,5153,PDE1B
1283,808,CALM3
1284,50831,TAS2R3
1285,133022,TRAM1L1
1286,1638,DCT
1287,4185,ADAM11
1288,1814,DRD3
1289,93190,C1ORF158
1290,11166,SOX21
1291,347273,CAVIN4
1292,6094,ROM1
1293,56853,CELF4
1294,9751,SNPH
1295,388228,SBK1
1296,127074,OR2T4
1297,27201,GPR78
1298,23237,ARC
1299,9627,SNCAIP
1300,29942,PURG
1301,60680,CELF5
1302,8900,CCNA1
1303,9723,SEMA3E
1304,56917,MEIS3
1305,1393,CRHBP
1306,10936,GPR75
1307,11095,ADAMTS8
1308,340533,NEXMIF
1309,22891,ZNF365
1310,11007,CCDC85B
1311,23046,KIF21B
1312,2258,FGF13
1313,399473,SPRED3
1314,2664,GDI1
1315,122402,TDRD9
1316,23239,PHLPP1
1317,341883,LRRC9
1318,9241,NOG
1319,7732,RNF112
1320,51555,PEX5L
1321,1268,CNR1
1322,56138,PCDHA11
1323,256130,TMEM196
1324,27445,PCLO
1325,146723,C17ORF77
1326,9625,AATK
1327,56121,PCDHB15
1328,9024,BRSK2
1329,2916,GRM6
1330,53942,CNTN5
1331,51148,CERCAM
1332,5058,PAK1
1333,124222,PAQR4
1334,84630,TTBK1
1335,27319,BHLHE22
1336,2134,EXTL1
1337,1267,CNP
1338,402573,C7ORF61
1339,57604,TRMT9B
1340,145773,FAM81A
1341,10655,DMRT2
1342,57528,KCTD16
1343,1761,DMRT1
1344,2559,GABRA6
1345,23305,ACSL6
1346,152404,IGSF11
1347,9899,SV2B
1348,3049,HBQ1
1349,10188,TNK2
1350,26256,CABYR
1351,5024,P2RX3
1352,324,APC
1353,6657,SOX2
1354,401250,MCCD1
1355,29767,TMOD2
1356,5999,RGS4
1357,79750,ZNF385D
1358,7846,TUBA1A
1359,22829,NLGN4Y
1360,53822,FXYD7
1361,345557,PLCXD3
1362,133308,SLC9B2
1363,65989,DLK2
1364,4145,MATK
1365,112817,HOGA1
1366,3746,KCNC1
1367,205860,TRIML2
1368,5623,PSPN
1369,4923,NTSR1
1370,6664,SOX11
1371,655,BMP7
1372,79412,KREMEN2
1373,2918,GRM8
1374,53616,ADAM22
1375,151651,EFHB
1376,340602,EZHIP
1377,21,ABCA3
1378,57698,SHTN1
1379,151790,WDR49
1380,10683,DLL3
1381,5625,PRODH
1382,84814,PLPP7
1383,55294,FBXW7
1384,9376,SLC22A8
1385,1032,CDKN2D
1386,9891,NUAK1
1387,222537,HS3ST5
1388,137970,UNC5D
1389,2334,AFF2
1390,1004,CDH6
1391,50614,GALNT9
1392,128653,C20ORF141
1393,2978,GUCA1A
1394,4591,TRIM37
1395,9486,CHST10
1396,51560,RAB6B
1397,766,CA7
1398,23072,HECW1
1399,57863,CADM3
1400,5138,PDE2A
1401,23302,WSCD1
1402,25817,TAFA5
1403,442862,PRY2
1404,389813,AJM1
1405,286204,CRB2
1406,283297,OR10A4
1407,7432,VIP
1408,222166,MTURN
1409,154197,PNLDC1
1410,130752,MDH1B
1411,55176,SEC61A2
1412,150572,SMYD1
1413,57699,CPNE5
1414,57595,PDZD4
1415,56114,PCDHGA1
1416,84691,FAM71F1
1417,79057,PRRG3
1418,1421,CRYGD
1419,9066,SYT7
1420,2901,GRIK5
1421,164395,TTLL9
1422,5021,OXTR
1423,5149,PDE6H
1424,9001,HAP1
1425,9478,CABP1
1426,148281,SYT6
1427,30845,EHD3
1428,85452,CFAP74
1429,1960,EGR3
1430,6247,RS1
1431,1016,CDH18
1432,7252,TSHB
1433,4045,LSAMP
1434,9671,WSCD2
1435,203259,FAM219A
1436,56301,SLC7A10
1437,9920,KBTBD11
1438,55861,DBNDD2
1439,84466,MEGF10
1440,4826,NNAT
1441,160065,PATE1
1442,6620,SNCB
1443,54112,GPR88
1444,1302,COL11A2
1445,3823,KLRC3
1446,9108,MTMR7
1447,654790,PCP4L1
1448,84871,AGBL4
1449,56245,C21ORF62
1450,2246,FGF1
1451,5522,PPP2R2C
1452,155185,AMZ1
1453,4951,OCM2
1454,165679,SPTSSB
1455,94233,OPN4
1456,9356,SLC22A6
1457,148808,MFSD4A
1458,79187,FSD1
1459,219738,FAM241B
1460,25999,CLIP3
1461,127003,C1ORF194
1462,729059,TEX46
1463,114784,CSMD2
1464,340204,CLPSL1
1465,10882,C1QL1
1466,25789,TMEM59L
1467,9201,DCLK1
1468,64168,NECAB1
1469,83692,CD99L2
1470,374875,HSD11B1L
1471,4985,OPRD1
1472,92749,DRC1
1473,25806,VAX2
1474,155066,ATP6V0E2
1475,347442,DCAF8L2
1476,9247,GCM2
1477,57624,NYAP2
1478,9576,SPAG6
1479,6866,TAC3
1480,128434,VSTM2L
1481,3730,ANOS1
1482,92737,DNER
1483,4878,NPPA
1484,57626,KLHL1
1485,56660,KCNK12
1486,779,CACNA1S
1487,7712,ZNF157
1488,729956,SHISA7
1489,56145,PCDHA3
1490,125704,DIPK1C
1491,5653,KLK6
1492,4656,MYOG
1493,1850,DUSP8
1494,158511,CSAG1
1495,2912,GRM2
1496,340595,RTL4
1497,23439,ATP1B4
1498,5098,PCDHGC3
1499,23017,FAIM2
1500,3766,KCNJ10
1501,285126,DNAJC5G
1502,4858,NOVA2
1503,644168,DRGX
1504,6547,SLC8A3
1505,6096,RORB
1506,375323,LHFPL4
1507,10486,CAP2
1508,6736,SRY
1509,2903,GRIN2A
1510,5309,PITX3
1511,129852,C2ORF73
1512,6297,SALL2
1513,338645,LUZP2
1514,51046,ST8SIA3
1515,225,ABCD2
1516,6457,SH3GL3
1517,9626,GUCA1C
1518,387856,CCDC184
1519,10391,CORO2B
1520,392617,ELFN1
1521,9145,SYNGR1
1522,26585,GREM1
1523,548596,CKMT1A
1524,22999,RIMS1
1525,115948,CCDC151
1526,56126,PCDHB10
1527,1821,DRP2
1528,2670,GFAP
1529,85442,KNDC1
1530,50649,ARHGEF4
1531,5067,CNTN3
1532,8973,CHRNA6
1533,100113407,TMEM170B
1534,255275,MYADML2
1535,2743,GLRB
1536,7138,TNNT1
1537,440097,DBX2
1538,284427,SLC25A41
1539,3761,KCNJ4
1540,26280,IL1RAPL2
1541,57165,GJC2
1542,114795,TMEM132B
1543,286187,PPP1R42
1544,8862,APLN
1545,747,DAGLA
1546,875,CBS
1547,8622,PDE8B
1548,11033,ADAP1
1549,342035,GLDN
1550,81553,CYRIA
1551,644139,PIRT
1552,146713,RBFOX3
1553,138715,ARID3C
1554,6324,SCN1B
1555,646424,SPINK8
1556,8911,CACNA1I
1557,220107,DLEU7
1558,134121,C5ORF49
1559,286183,NKAIN3
1560,84944,MAEL
1561,56924,PAK6
1562,7545,ZIC1
1563,4974,OMG
1564,3642,INSM1
1565,10079,ATP9A
1566,140730,RIMS4
1567,163404,PLPPR5
1568,1114,CHGB
1569,9832,JAKMIP2
1570,79751,SLC25A22
1571,1410,CRYAB
1572,11069,RAPGEF4
1573,51299,NRN1
1574,53353,LRP1B
1575,51268,PIPOX
1576,343990,KIAA1211L
1577,5101,PCDH9
1578,23109,DDN
1579,56136,PCDHA13
1580,201140,DHRS7C
1581,3698,ITIH2
1582,6853,SYN1
1583,259232,NALCN
1584,120114,FAT3
1585,7480,WNT10B
1586,8497,PPFIA4
1587,55323,LARP6
1588,220382,FAM181B
1589,219527,LRRC55
1590,84440,RAB11FIP4
1591,57554,LRRC7
1592,4326,MMP17
1593,389383,CLPSL2
1594,81557,MAGED4B
1595,183,AGT
1596,221692,PHACTR1
1597,6121,RPE65
1598,7368,UGT8
1599,154215,NKAIN2
1600,79054,TRPM8
1601,1008,CDH10
1602,268,AMH
1603,9162,DGKI
1604,122042,RXFP2
1605,1641,DCX
1606,143941,TTC36
1607,4604,MYBPC1
1608,8682,PEA15
1609,4155,MBP
1610,25791,NGEF
1611,23057,NMNAT2
1612,83543,AIF1L
1613,79856,SNX22
1614,100127206,MINAR2
1615,6534,SLC6A7
1616,348932,SLC6A18
1617,121601,ANO4
1618,58157,NGB
1619,25876,SPEF1
1620,51308,REEP2
1621,11061,CNMD
1622,349667,RTN4RL2
1623,728485,LOC728485
1624,219902,TLCD5
1625,10814,CPLX2
1626,93650,ACP4
1627,55502,HES6
1628,126731,CCSAP
1629,6263,RYR3
1630,2891,GRIA2
1631,64409,GALNT17
1632,26287,ANKRD2
1633,23507,LRRC8B
1634,258,AMBN
1635,7274,TTPA
1636,3351,HTR1B
1637,149563,SRARP
1638,50632,CALY
1639,166614,DCLK2
1640,2567,GABRG3
1641,815,CAMK2A
1642,65217,PCDH15
1643,401647,GOLGA7B
1644,347730,LRRTM1
1645,118442,GPR62
1646,9911,TMCC2
1647,2846,LPAR4
1648,6098,ROS1
1649,10900,RUNDC3A
1650,340745,LRIT2
1651,388662,SLC6A17
1652,4889,NPY5R
1653,7477,WNT7B
1654,285888,CNPY1
1655,123041,SLC24A4
1656,477,ATP1A2
1657,89801,PPP1R3F
1658,220202,ATOH7
1659,3617,IMPG1
1660,51083,GAL
1661,84465,MEGF11
1662,785,CACNB4
1663,554235,ASPDH
1664,5053,PAH
1665,284161,GDPD1
1666,56963,RGMA
1667,794,CALB2
1668,57467,HHATL
1669,201243,SPEM2
1670,22927,HABP4
1671,222865,TMEM130
1672,4885,NPTX2
1673,219681,ARMC3
1674,57537,SORCS2
1675,255119,CFAP299
1676,55515,ASIC4
1677,1463,NCAN
1678,256979,SUN3
1679,6770,STAR
1680,55531,ELMOD1
1681,445815,PALM2AKAP2
1682,115584,SLC5A11
1683,7079,TIMP4
1684,83856,FSD1L
1685,441381,LRRC24
1686,57106,NAT14
1687,157753,TMEM74
1688,50859,SPOCK3
1689,729475,RAD51AP2
1690,57555,NLGN2
1691,8170,SLC14A2
1692,4917,NTN3
1693,202500,TCTE1
1694,8193,DPF1
1695,170692,ADAMTS18
1696,134,ADORA1
1697,2566,GABRG2
1698,547,KIF1A
1699,5136,PDE1A
1700,342865,VSTM2B
1701,26290,GALNT8
1702,57338,JPH3
1703,9722,NOS1AP
1704,353355,ZNF233
1705,4325,MMP16
1706,2917,GRM7
1707,642938,INSYN2A
1708,23105,FSTL4
1709,6696,SPP1
1710,282974,STK32C
1711,56884,FSTL5
1712,152015,ROPN1B
1713,1381,CRABP1
1714,57172,CAMK1G
1715,171484,FAM9C
1716,3800,KIF5C
1717,57578,UNC79
1718,3763,KCNJ6
1719,9758,FRMPD4
1720,9568,GABBR2
1721,9607,CARTPT
1722,5530,PPP3CA
1723,11189,CELF3
1724,4004,LMO1
1725,23031,MAST3
1726,55190,NUDT11
1727,2172,FABP6
1728,402665,IGLON5
1729,127703,C1ORF216
1730,114786,XKR4
1731,56961,SHD
1732,256536,TCERG1L
1733,55016,MARCHF1
1734,4821,NKX2-2
1735,11077,HSF2BP
1736,90523,MLIP
1737,342667,STAC2
1738,22871,NLGN1
1739,83723,TLCD3B
1740,1006,CDH8
1741,6812,STXBP1
1742,2562,GABRB3
1743,130813,C2ORF50
1744,51725,FBXO40
1745,56147,PCDHA1
1746,116372,LYPD1
1747,202559,KHDRBS2
1748,80036,TRPM3
1749,1038,CDR1
1750,6406,SEMG1
1751,55061,SUSD4
1752,26526,TSPAN16
1753,6638,SNRPN
1754,79739,TTLL7
1755,84735,CNDP1
1756,2560,GABRB1
1757,81832,NETO1
1758,162282,ANKFN1
1759,64753,CCDC136
1760,146760,RTN4RL1
1761,80128,TRIM46
1762,116154,PHACTR3
1763,4148,MATN3
1764,5596,MAPK4
1765,56479,KCNQ5
1766,79953,SYNDIG1
1767,51252,FAM178B
1768,745,MYRF
1769,230,ALDOC
1770,56895,AGPAT4
1771,6493,SIM2
1772,146,ADRA1D
1773,56521,DNAJC12
1774,150726,FBXO41
1775,144453,BEST3
1776,6698,SPRR1A
1777,10361,NPM2
1778,148870,CCDC27
1779,6623,SNCG
1780,3760,KCNJ3
1781,84258,SYT3
1782,4857,NOVA1
1783,1183,CLCN4
1784,2781,GNAZ
1785,64399,HHIP
1786,1418,CRYGA
1787,1428,CRYM
1788,340578,DCAF12L2
1789,8110,DPF3
1790,10394,PRG3
1791,9143,SYNGR3
1792,55704,CCDC88A
1793,84446,BRSK1
1794,57718,PPP4R4
1795,4842,NOS1
1796,149111,CNIH3
1797,51807,TUBA8
1798,5911,RAP2A
1799,353135,LCE1E
1800,122060,SLAIN1
1801,199720,GGN
1802,440279,UNC13C
1803,11076,TPPP
1804,132332,TMEM155
1805,221336,BEND6
1806,6616,SNAP25
1807,167410,LIX1
1808,3775,KCNK1
1809,441151,TMEM151B
1810,11127,KIF3A
1811,3751,KCND2
1812,51412,ACTL6B
1813,115827,RAB3C
1814,26011,TENM4
1815,165257,C1QL2
1816,219287,AMER2
1817,56967,C14ORF132
1818,79007,DBNDD1
1819,285368,PRRT3
1820,7080,NKX2-1
1821,353174,ZACN
1822,56704,JPH1
1823,29944,PNMA3
1824,27443,CECR2
1825,4248,MGAT3
1826,10215,OLIG2
1827,84779,NAA11
1828,100131897,INSYN2B
1829,64137,ABCG4
1830,376267,RAB15
1831,55806,HR
1832,4504,MT3
1833,219938,SPATA19
1834,348807,CFAP100
1835,2170,FABP3
1836,59284,CACNG7
1837,4741,NEFM
1838,3423,IDS
1839,30813,VSX1
1840,203074,PRSS55
1841,2660,MSTN
1842,25907,TMEM158
1843,1734,DIO2
1844,10690,FUT9
1845,10369,CACNG2
1846,121340,SP7
1847,1394,CRHR1
1848,4661,MYT1
1849,402778,IFITM10
1850,91752,ZNF804A
1851,4753,NELL2
1852,138255,C9ORF135
1853,23089,PEG10
1854,8549,LGR5
1855,283999,TMEM235
1856,26051,PPP1R16B
1857,26468,LHX6
1858,2538,G6PC
1859,9848,MFAP3L
1860,147658,ZNF534
1861,2173,FABP7
1862,84251,SGIP1
1863,9737,GPRASP1
1864,389827,MYMK
1865,10382,TUBB4A
1866,129807,NEU4
1867,116369,SLC26A8
1868,6334,SCN8A
1869,128864,C20ORF144
1870,8506,CNTNAP1
1871,10966,RAB40B
1872,4062,LY6H
1873,221458,KIF6
1874,56475,RPRM
1875,5081,PAX7
1876,51059,FAM135B
1877,6804,STX1A
1878,56112,PCDHGA3
1879,389852,SPACA5
1880,658,BMPR1B
1881,116448,OLIG1
1882,5178,PEG3
1883,27091,CACNG5
1884,55816,DOK5
1885,2250,FGF5
1886,56110,PCDHGA5
1887,340665,CYP26C1
1888,7093,TLL2
1889,503542,SPRN
1890,1837,DTNA
1891,286464,CFAP47
1892,57451,TENM2
1893,131034,CPNE4
1894,3706,ITPKA
1895,9615,GDA
1896,203190,LGI3
1897,10888,GPR83
1898,8499,PPFIA2
1899,577,ADGRB3
1900,347,APOD
1901,3266,ERAS
1902,219670,ENKUR
1903,78986,DUSP26
1904,151647,TAFA4
1905,8302,KLRC4
1906,120787,OR52W1
1907,2046,EPHA8
1908,153,ADRB1
1909,129868,TRIM43
1910,92154,MTSS2
1911,5818,NECTIN1
1912,1816,DRD5
1913,8999,CDKL2
1914,220296,HEPACAM
1915,259217,HSPA12A
1916,7379,UPK2
1917,79740,ZBBX
1918,6261,RYR1
1919,4808,NHLH2
1920,389812,LCN15
1921,7447,VSNL1
1922,2692,GHRHR
1923,23416,KCNH3
1924,7532,YWHAG
1925,23037,PDZD2
1926,10021,HCN4
1927,80758,PRR7
1928,27164,SALL3
1929,29906,ST8SIA5
1930,680,BRS3
1931,4159,MC3R
1932,127254,ERICH3
1933,93377,OPALIN
1934,11240,PADI2
1935,84467,FBN3
1936,23362,PSD3
1937,132204,SYNPR
1938,148014,TTC9B
1939,9699,RIMS2
1940,6456,SH3GL2
1941,54857,GDPD2
1942,10858,CYP46A1
1943,114794,ELFN2
1944,5590,PRKCZ
1945,255057,CBARP
1946,116328,C8ORF34
1947,168391,GALNTL5
1948,221409,SPATS1
1949,83259,PCDH11Y
1950,23630,KCNE5
1951,162540,SPPL2C
1952,112885,PHF21B
1953,57452,GALNT16
1954,285613,RELL2
1955,2915,GRM5
1956,84229,DRC7
1957,26960,NBEA
1958,79948,PLPPR3
1959,3360,HTR4
1960,55450,CAMK2N1
1961,399947,C11ORF87
1962,64405,CDH22
1963,50863,NTM
1964,401067,IQCF3
1965,4685,NCAM2
1966,23236,PLCB1
1967,322,APBB1
1968,1261,CNGA3
1969,5801,PTPRR
1970,130399,ACVR1C
1971,1952,CELSR2
1972,401551,WDR38
1973,26539,OR10H1
1974,10446,LRRN2
1975,130574,LYPD6
1976,140679,SLC32A1
1977,1010,CDH12
1978,29799,YPEL1
1979,6785,ELOVL4
1980,117532,TMC2
1981,148930,KNCN
1982,286827,TRIM59
1983,535,ATP6V0A1
1984,158038,LINGO2
1985,283209,PGM2L1
1986,285231,FBXW12
1987,2895,GRID2
1988,221710,SMIM13
1989,169166,SNX31
1990,8484,GALR3
1991,100131390,SP9
1992,55359,STYK1
1993,5579,PRKCB
1994,2556,GABRA3
1995,139411,PTCHD1
1996,25834,MGAT4C
1997,9480,ONECUT2
1998,6540,SLC6A13
1999,3831,KLC1
2000,1159,CKMT1B
2001,26998,FETUB
2002,254122,SNX32
2003,401562,LCNL1
2004,23349,PHF24
2005,55619,DOCK10
2006,85455,DISP2
2007,441061,MARCHF11
2008,23519,ANP32D
2009,3788,KCNS2
2010,353144,LCE3C
2011,144568,A2ML1
2012,158798,AKAP14
2013,256227,STEAP1B
2014,26034,IPCEF1
2015,283554,GPR137C
2016,283652,SLC24A5
2017,6328,SCN3A
2018,10864,SLC22A7
2019,126129,CPT1C
2020,57817,HAMP
2021,23314,SATB2
2022,154661,RUNDC3B
2023,389073,C2ORF80
2024,1272,CNTN1
2025,2555,GABRA2
2026,163223,ZNF676
2027,2026,ENO2
2028,30818,KCNIP3
2029,4139,MARK1
2030,9311,ASIC3
2031,1770,DNAH9
2032,4745,NELL1
2033,131377,KLHL40
2034,11255,HRH3
2035,493829,TRIM72
2036,79905,TMC7
2037,1116,CHI3L1
2038,654502,IQCJ
2039,84539,MCHR2
2040,57497,LRFN2
2041,135152,B3GAT2
2042,2705,GJB1
2043,55859,BEX1
2044,114336,CGB2
2045,255101,CFAP65
2046,161931,ADAD2
2047,1141,CHRNB2
2048,9099,USP2
2049,246213,SLC17A8
2050,5126,PCSK2
2051,429,ASCL1
2052,8200,GDF5
2053,386618,KCTD4
2054,23025,UNC13A
2055,23270,TSPYL4
2056,55800,SCN3B
2057,22989,MYH15
2058,10381,TUBB3
2059,105,ADARB2
2060,130026,ICA1L
2061,123606,NIPA1
2062,2861,GPR37
2063,1996,ELAVL4
2064,6695,SPOCK1
2065,10993,SDS
2066,83394,PITPNM3
2067,138724,C9ORF131
2068,54039,PCBP3
2069,3354,HTR1E
2070,2209,FCGR1A
2071,2066,ERBB4
2072,6529,SLC6A1
2073,284111,SLC13A5
2074,444882,IGFL4
2075,10022,INSL5
2076,150356,CHADL
2077,326,AIRE
2078,1117,CHI3L2
2079,2044,EPHA5
2080,57093,TRIM49
2081,90249,UNC5A
2082,283310,OTOGL
2083,6271,S100A1
2084,5923,RASGRF1
2085,170261,ZCCHC12
2086,5924,RASGRF2
2087,192683,SCAMP5
2088,57611,ISLR2
2089,8601,RGS20
2090,6285,S100B
2091,1949,EFNB3
2092,5909,RAP1GAP
2093,374887,YJEFN3
2094,284293,HMSD
2095,348938,NIPAL4
2096,283248,RCOR2
2097,9856,KIAA0319
2098,8224,SYN3
2099,10776,ARPP19
2100,1826,DSCAM
2101,388021,TMEM179
2102,166336,PRICKLE2
2103,3933,LCN1
2104,5224,PGAM2
2105,7425,VGF
2106,148641,SLC35F3
2107,8541,PPFIA3
2108,127343,DMBX1
2109,135927,LLCFC1
2110,282966,C10ORF53
2111,4620,MYH2
2112,2849,GPR26
2113,220108,FAM124A
2114,26246,OR2L2
2115,2657,GDF1
2116,594855,CPLX3
2117,758,MPPED1
2118,79605,PGBD5
2119,10656,KHDRBS3
2120,112476,PRRT2
2121,10313,RTN3
2122,149685,ADIG
2123,26049,FAM169A
2124,57471,ERMN
2125,54768,HYDIN
2126,56143,PCDHA5
2127,134701,RIPPLY2
2128,390616,ANKRD34C
2129,10962,MLLT11
2130,2039,DMTN
2131,114804,RNF157
2132,84684,INSM2
2133,23467,NPTXR
2134,401115,C4ORF48
2135,340542,BEX5
2136,92211,CDHR1
2137,284067,CFAP97D1
2138,3787,KCNS1
2139,6506,SLC1A2
2140,196374,KRT78
2141,2691,GHRH
2142,10842,PPP1R17
2143,668,FOXL2
2144,12,SERPINA3
2145,84448,ABLIM2
2146,445577,C9ORF129
2147,3773,KCNJ16
2148,9415,FADS2
2149,4135,MAP6
2150,643834,PGA3
2151,10633,RASL10A
2152,54972,TMEM132A
2153,5413,SEPTIN5
2154,1607,DGKB
2155,56287,GKN1
2156,219539,YPEL4
2157,56171,DNAH7
2158,340554,ZC3H12B
2159,8448,DOC2A
2160,259236,TMIE
2161,164714,TTLL8
2162,24141,LAMP5
2163,786,CACNG1
2164,114798,SLITRK1
2165,83851,SYT16
2166,4674,NAP1L2
2167,4018,LPA
2168,2785,GNG3
2169,56952,PRTFDC1
2170,6569,SLC34A1
2171,149175,MANEAL
2172,286097,MICU3
2173,65997,RASL11B
2174,3062,HCRTR2
2175,79870,BAALC
2176,6588,SLN
2177,9956,HS3ST2
2178,341880,SLC35F4
2179,4807,NHLH1
2180,90113,VWA5B2
2181,57144,PAK5
2182,10669,CGREF1
2183,26050,SLITRK5
2184,9028,RHBDL1
2185,2774,GNAL
2186,9293,GPR52
2187,50512,PODXL2
2188,9127,P2RX6
2189,118663,BTBD16
2190,154288,KHDC3L
2191,388585,HES5
2192,4916,NTRK3
2193,84978,FRMD5
2194,1137,CHRNA4
2195,255022,CALHM1
2196,391013,PLA2G2C
2197,3362,HTR6
2198,1132,CHRM4
2199,9915,ARNT2
2200,7222,TRPC3
2201,5602,MAPK10
2202,390928,ACP7
2203,134829,CLVS2
2204,389197,C4ORF50
2205,11281,POU6F2
2206,6855,SYP
2207,7365,UGT2B10
2208,57502,NLGN4X
2209,774,CACNA1B
2210,4978,OPCML
2211,84109,QRFPR
2212,388015,RTL1
2213,1742,DLG4
2214,55084,SOBP
2215,84631,SLITRK2
2216,23576,DDAH1
2217,494470,RNF165
2218,2636,GBX1
2219,10570,DPYSL4
2220,342850,ANKRD62
2221,2897,GRIK1
2222,85443,DCLK3
2223,844,CASQ1
2224,23671,TMEFF2
2225,1404,HAPLN1
2226,121793,TEX29
2227,361,AQP4
2228,2047,EPHB1
2229,363,AQP6
2230,1630,DCC
2231,51305,KCNK9
2232,388419,BTBD17
2233,399694,SHC4
2234,23040,MYT1L
2235,27345,KCNMB4
2236,7349,UCN
2237,26289,AK5
2238,257240,KLHL34
2239,341359,SYT10
2240,441459,ANKRD18B
2241,59344,ALOXE3
2242,4118,MAL
2243,5816,PVALB
2244,114793,FMNL2
2245,6092,ROBO2
2246,494514,TYMSOS
2247,51440,HPCAL4
2248,8514,KCNAB2
2249,57709,SLC7A14
2250,5542,PRB1
2251,2123,EVI2A
2252,112609,MRAP2
2253,9715,FAM131B
2254,23205,ACSBG1
2255,5789,PTPRD
2256,85445,CNTNAP4
2257,80303,EFHD1
2258,375057,STUM
2259,414152,C10ORF105
2260,8577,TMEFF1
2261,3350,HTR1A
2262,84970,C1ORF94
2263,81569,ACTL8
2264,56108,PCDHGA7
2265,29106,SCG3
2266,4828,NMB
2267,5567,PRKACB
2268,150160,CCT8L2
2269,3361,HTR5A
2270,256472,TMEM151A
2271,4025,LPO
2272,6900,CNTN2
2273,5535,PPP3R2
2274,4884,NPTX1
2275,4131,MAP1B
2276,400745,SH2D5
2277,79152,FA2H
2278,1152,CKB
2279,148066,ZNRF4
2280,8715,NOL4
2281,3736,KCNA1
2282,127665,ZNF648
2283,284486,THEM5
2284,9628,RGS6
2285,91409,CCDC74B
2286,27254,CSDC2
2287,8618,CADPS
2288,161829,EXD1
2289,26232,FBXO2
2290,3356,HTR2A
2291,130612,TMEM198
2292,139221,PWWP3B
2293,8739,HRK
2294,6844,VAMP2
2295,51481,VCX3A
2296,7552,ZNF711
2297,56107,PCDHGA9
2298,348980,HCN1
2299,57113,TRPC7
2300,94032,CAMK2N2
2301,3381,IBSP
2302,6014,RIT2
2303,2842,GPR19
2304,1002,CDH4
2305,221938,MMD2
2306,162494,RHBDL3
2307,55638,SYBU
2308,374946,DRAXIN
2309,83697,SLC4A9
2310,57670,KIAA1549
2311,22876,INPP5F
2312,9355,LHX2
2313,6579,SLCO1A2
2314,83876,MRO
2315,729993,SHISA9
2316,9912,ARHGAP44
2317,26033,ATRNL1
2318,635,BHMT
2319,122046,TEX26
2320,100129480,MKRN2OS
2321,27328,PCDH11X
2322,54413,NLGN3
2323,1592,CYP26A1
2324,151531,UPP2
2325,91683,SYT12
2326,6473,SHOX
2327,164781,DAW1
2328,1951,CELSR3
2329,1812,DRD1
2330,85508,SCRT2
2331,8927,BSN
2332,1995,ELAVL3
2333,283685,GOLGA6L2
2334,23413,NCS1
2335,55964,SEPTIN3
2336,85439,STON2
2337,5122,PCSK1
2338,90050,FAM181A
2339,340543,TCEAL5
2340,23504,RIMBP2
2341,83988,NCALD
2342,4829,NMBR
2343,440730,TRIM67
2344,84900,RNFT2
2345,9331,B4GALT6
2346,7007,TECTA
2347,284716,RIMKLA
2348,56918,C2ORF83
2349,4038,LRP4
2350,23373,CRTC1
2351,338811,TAFA2
2352,2892,GRIA3
2353,7932,OR2H2
2354,80757,TMEM121
2355,55079,FEZF2
2356,27296,TP53TG5
2357,54831,BEST2
2358,5217,PFN2
2359,816,CAMK2B
2360,1128,CHRM1
2361,29993,PACSIN1
2362,4852,NPY
2363,10505,SEMA4F
2364,58473,PLEKHB1
2365,84502,JPH4
2366,57159,TRIM54
2367,60506,NYX
2368,157807,CLVS1
2369,1301,COL11A1
2370,320,APBA1
2371,10083,USH1C
2372,9581,PREPL
2373,94160,ABCC12
2374,56849,TCEAL7
2375,4036,LRP2
2376,56098,PCDHGC4
2377,5075,PAX1
2378,26470,SEZ6L2
2379,388135,INSYN1
2380,94030,LRRC4B
2381,10716,TBR1
2382,651746,ANKRD33B
2383,145581,LRFN5
2384,23518,R3HDM1
2385,9844,ELMO1
2386,10085,EDIL3
2387,166752,FREM3
2388,27255,CNTN6
2389,723961,INS-IGF2
2390,2741,GLRA1
2391,221424,LRRC73
2392,124274,GPR139
2393,64838,FNDC4
2394,375567,VWC2
2395,554226,ANKRD30BL
2396,7439,BEST1
2397,619208,FAM229B
2398,9369,NRXN3
2399,56955,MEPE
2400,83550,GPR101
2401,8022,LHX3
2402,89885,FATE1
2403,29119,CTNNA3
2404,148109,FAM187B
2405,57469,PNMA8B
2406,55228,PNMA8A
2407,4880,NPPC
2408,613212,CTXN3
2409,2304,FOXE1
2410,9514,GAL3ST1
2411,58512,DLGAP3
2412,29887,SNX10
2413,333,APLP1
2414,134548,SOWAHA
2415,3752,KCND3
2416,340120,ANKRD34B
2417,3767,KCNJ11
2418,92126,DSEL
2419,2899,GRIK3
2420,5260,PHKG1
2421,57465,TBC1D24
