,GeneID,symbol
1302,146664,MGAT5B
1303,347736,NME9
1304,26257,NKX2-8
1305,3552,IL1A
1306,2827,GPR3
1307,2902,GRIN1
1308,321,APBA2
1309,5305,PIP4K2A
1310,389084,SNORC
1311,492,ATP2B3
1312,119,ADD2
1313,4988,OPRM1
1314,440822,PIWIL3
1315,8534,CHST1
1316,340596,LHFPL1
1317,80333,KCNIP4
1318,439996,IFIT1B
1319,491,ATP2B2
1321,440073,IQSEC3
1322,9900,SV2A
1323,79192,IRX1
1324,7781,SLC30A3
1325,10242,KCNMB2
1326,2731,GLDC
1327,138803,OR13C3
1328,89890,KBTBD6
1329,131375,LYZL4
1330,23217,ZFR2
1331,3447,IFNA13
1332,57030,SLC17A7
1333,222950,NYAP1
1335,4995,OR3A2
1336,195814,SDR16C5
1337,6252,RTN1
1338,4336,MOBP
1339,100526767,RNF103-CHMP3
1340,11182,SLC2A6
1341,641654,HEPN1
1342,133121,ENPP6
1343,952,CD38
1344,431704,RGS21
1345,3439,IFNA1
1346,50674,NEUROG3
1347,6750,SST
1348,107986898,LOC107986898
1349,27239,GPR162
1350,57348,TTYH1
1351,134111,UBE2QL1
1352,9363,RAB33A
1353,64591,TSPY2
1354,2694,CBLIF
1355,4608,MYBPH
1356,108,ADCY2
1357,8404,SPARCL1
1358,222008,VSTM2A
1359,50834,TAS2R1
1360,54933,RHBDL2
1361,389549,FEZF1
1362,3889,KRT83
1363,400224,PLEKHD1
1365,4102,MAGEA3
1366,575,ADGRB1
1367,645974,PABPC1L2B
1368,440050,KRTAP5-7
1369,400961,PAIP2B
1370,51062,ATL1
1371,407738,TAFA1
1372,148003,LGALS16
1373,149297,FAM78B
1374,124404,SEPTIN12
1375,9472,AKAP6
1376,29970,SCHIP1
1377,770,CA11
1378,259289,TAS2R43
1379,8988,HSPB3
1380,22883,CLSTN1
1381,24147,FJX1
1382,389730,SPATA31A6
1383,27122,DKK3
1384,23547,LILRA4
1386,11248,NXPH3
1387,10152,ABI2
1388,92691,TMEM169
1389,126520,PLK5
1390,2115,ETV1
1391,57821,CCDC181
1392,64478,CSMD1
1393,27012,KCNV1
1394,57415,C3orf14
1398,23095,KIF1B
1399,64714,PDIA2
1400,1325,CORT
1401,3781,KCNN2
1403,1005,CDH7
1404,389158,PLSCR5
1405,9071,CLDN10
1407,250,ALPP
1408,793,CALB1
1409,114783,LMTK3
1410,1620,BRINP1
1411,7141,TNP1
1412,85352,SHISAL1
1413,23620,NTSR2
1414,5027,P2RX7
1415,4861,NPAS1
1417,287,ANK2
1418,23281,MTUS2
1419,23176,SEPTIN8
1420,149345,SHISA4
1421,149954,BPIFB4
1422,6792,CDKL5
1423,6557,SLC12A1
1424,284339,TMEM145
1426,9717,SEC14L5
1427,158763,ARHGAP36
1428,84690,SPATA22
1429,79339,OR51B4
1430,3780,KCNN1
1431,3737,KCNA2
1432,55220,KLHDC8A
1433,273,AMPH
1434,5010,CLDN11
1435,391195,OR2T33
1436,220164,DOK6
1437,25758,KIAA1549L
1438,408263,FNDC9
1439,84249,PSD2
1440,85397,RGS8
1441,116988,AGAP3
1442,54443,ANLN
1443,56666,PANX2
1444,474,ATOH1
1445,6658,SOX3
1446,9732,DOCK4
1447,5995,RGR
1448,161357,MDGA2
1449,1496,CTNNA2
1450,7369,UMOD
1451,201780,SLC10A4
1452,2043,EPHA4
1453,131405,TRIM71
1454,57687,VAT1L
1455,9796,PHYHIP
1456,117,ADCYAP1R1
1457,54860,MS4A12
1458,5648,MASP1
1459,27253,PCDH17
1460,11341,SCRG1
1461,5129,CDK18
1462,9770,RASSF2
1463,2254,FGF9
1464,11247,NXPH4
1465,202374,STK32A
1466,23127,COLGALT2
1467,51435,SCARA3
1468,84302,PGAP4
1469,286365,OR13D1
1470,55314,TMEM144
1472,11178,LZTS1
1473,100507341,SMIM18
1474,266740,MAGEA2B
1475,57369,GJD2
1476,26032,SUSD5
1477,374860,ANKRD30B
1478,254773,LYG2
1479,9378,NRXN1
1480,5746,PTH2R
1481,54600,UGT1A9
1482,154150,HDGFL1
1483,28316,CDH20
1484,6511,SLC1A6
1485,5354,PLP1
1486,10687,PNMA2
1487,378807,CATSPER4
1488,187,APLNR
1489,283212,KLHL35
1490,1961,EGR4
1491,643965,TMEM88B
1492,100287178,USP17L11
1493,55511,SAGE1
1495,6665,SOX15
1496,255928,SYT14
1497,22865,SLITRK3
1498,388394,RPRML
1499,343171,OR2W3
1500,643847,PGA4
1501,56141,PCDHA7
1502,23544,SEZ6L
1504,5153,PDE1B
1505,808,CALM3
1506,50831,TAS2R3
1507,133022,TRAM1L1
1508,1638,DCT
1509,4185,ADAM11
1510,1814,DRD3
1511,93190,C1orf158
1512,11166,SOX21
1513,347273,CAVIN4
1514,6094,ROM1
1515,64806,IL25
1516,56853,CELF4
1517,9751,SNPH
1518,388228,SBK1
1519,127074,OR2T4
1520,27201,GPR78
1521,23237,ARC
1523,9627,SNCAIP
1524,29942,PURG
1525,60680,CELF5
1526,8900,CCNA1
1527,9723,SEMA3E
1528,56917,MEIS3
1529,1393,CRHBP
1530,10936,GPR75
1531,100287513,USP17L22
1532,11095,ADAMTS8
1533,340533,NEXMIF
1534,22891,ZNF365
1535,11007,CCDC85B
1536,23046,KIF21B
1537,2258,FGF13
1538,399473,SPRED3
1539,2664,GDI1
1540,283461,C12orf40
1541,387129,NPSR1
1542,122402,TDRD9
1543,23239,PHLPP1
1544,170825,GSX2
1545,341883,LRRC9
1546,9241,NOG
1548,7732,RNF112
1549,51555,PEX5L
1550,1268,CNR1
1551,440533,PSG8
1552,56138,PCDHA11
1553,256130,TMEM196
1554,27445,PCLO
1555,146723,C17orf77
1556,9625,AATK
1557,56121,PCDHB15
1558,727940,RHOXF2B
1559,9024,BRSK2
1560,2916,GRM6
1561,53942,CNTN5
1562,51148,CERCAM
1563,5058,PAK1
1564,124222,PAQR4
1565,84630,TTBK1
1567,27319,BHLHE22
1568,2134,EXTL1
1569,1267,CNP
1570,402573,C7orf61
1571,57604,TRMT9B
1572,145773,FAM81A
1573,10655,DMRT2
1574,57528,KCTD16
1575,1761,DMRT1
1576,2559,GABRA6
1577,23305,ACSL6
1578,152404,IGSF11
1580,342918,C19orf81
1581,9899,SV2B
1582,3049,HBQ1
1583,10188,TNK2
1584,26256,CABYR
1585,5024,P2RX3
1586,324,APC
1587,340990,OTOG
1588,653220,XAGE1A
1589,6657,SOX2
1590,401250,MCCD1
1591,29767,TMOD2
1592,5999,RGS4
1593,79750,ZNF385D
1594,7846,TUBA1A
1595,22829,NLGN4Y
1596,53822,FXYD7
1597,345557,PLCXD3
1598,133308,SLC9B2
1599,65989,DLK2
1601,4145,MATK
1602,112817,HOGA1
1603,3746,KCNC1
1604,205860,TRIML2
1605,5623,PSPN
1606,4923,NTSR1
1607,6664,SOX11
1608,655,BMP7
1609,79412,KREMEN2
1610,2918,GRM8
1611,53616,ADAM22
1612,151651,EFHB
1613,340602,EZHIP
1614,21,ABCA3
1616,57698,SHTN1
1617,151790,WDR49
1618,401137,PRR27
1619,10683,DLL3
1620,5625,PRODH
1621,84814,PLPP7
1622,55294,FBXW7
1623,9376,SLC22A8
1625,1032,CDKN2D
1626,9891,NUAK1
1627,222537,HS3ST5
1628,137970,UNC5D
1629,2334,AFF2
1630,1004,CDH6
1631,50614,GALNT9
1632,128653,C20orf141
1633,2978,GUCA1A
1634,4591,TRIM37
1635,9486,CHST10
1636,51560,RAB6B
1637,10086,HHLA1
1638,131149,OTOL1
1639,766,CA7
1640,23072,HECW1
1641,57863,CADM3
1642,5138,PDE2A
1643,23302,WSCD1
1644,25817,TAFA5
1645,442862,PRY2
1646,8390,OR1G1
1647,389813,AJM1
1648,162998,OR7D2
1649,286204,CRB2
1650,283297,OR10A4
1651,100132074,FOXO6
1652,7432,VIP
1653,222166,MTURN
1654,154197,PNLDC1
1655,130752,MDH1B
1656,55176,SEC61A2
1657,150572,SMYD1
1658,57699,CPNE5
1659,57595,PDZD4
1660,56114,PCDHGA1
1661,84691,FAM71F1
1662,79057,PRRG3
1663,1421,CRYGD
1664,9066,SYT7
1665,4956,ODF1
1666,2901,GRIK5
1667,164395,TTLL9
1668,5021,OXTR
1669,5149,PDE6H
1670,9001,HAP1
1671,9478,CABP1
1672,148281,SYT6
1673,30845,EHD3
1674,85452,CFAP74
1675,1960,EGR3
1676,6247,RS1
1677,1016,CDH18
1678,7252,TSHB
1679,4045,LSAMP
1680,9671,WSCD2
1681,203259,FAM219A
1682,56301,SLC7A10
1683,9920,KBTBD11
1685,55861,DBNDD2
1686,84466,MEGF10
1687,4826,NNAT
1688,160065,PATE1
1690,6620,SNCB
1691,729025,SLC15A5
1692,54112,GPR88
1693,1302,COL11A2
1694,3823,KLRC3
1696,9108,MTMR7
1697,360203,GLT6D1
1699,654790,PCP4L1
1700,84871,AGBL4
1701,56245,C21orf62
1702,7471,WNT1
1703,2246,FGF1
1704,5522,PPP2R2C
1705,155185,AMZ1
1706,4951,OCM2
1707,165679,SPTSSB
1708,94233,OPN4
1709,9356,SLC22A6
1710,148808,MFSD4A
1711,1670,DEFA5
1712,389257,LRRC14B
1713,79187,FSD1
1714,219738,FAM241B
1715,25999,CLIP3
1716,127003,C1orf194
1717,729059,TEX46
1718,114784,CSMD2
1719,340204,CLPSL1
1720,10882,C1QL1
1721,25789,TMEM59L
1722,9201,DCLK1
1723,64168,NECAB1
1724,4622,MYH4
1725,83692,CD99L2
1727,374875,HSD11B1L
1728,4985,OPRD1
1729,160419,C12orf50
1730,92749,DRC1
1731,25806,VAX2
1732,155066,ATP6V0E2
1733,347442,DCAF8L2
1734,9247,GCM2
1735,80070,ADAMTS20
1736,57624,NYAP2
1737,9576,SPAG6
1738,6866,TAC3
1739,128434,VSTM2L
1740,3730,ANOS1
1741,92737,DNER
1742,4878,NPPA
1743,57626,KLHL1
1745,56660,KCNK12
1746,779,CACNA1S
1747,7712,ZNF157
1749,729956,SHISA7
1750,56145,PCDHA3
1751,125704,DIPK1C
1752,5653,KLK6
1753,4656,MYOG
1754,1850,DUSP8
1755,344191,EVX2
1757,158511,CSAG1
1758,2912,GRM2
1759,399814,C10orf120
1760,340595,RTL4
1761,23439,ATP1B4
1762,5098,PCDHGC3
1764,23017,FAIM2
1765,3766,KCNJ10
1766,642968,FAM163B
1767,285126,DNAJC5G
1768,4858,NOVA2
1770,644168,DRGX
1771,6547,SLC8A3
1772,6096,RORB
1773,375323,LHFPL4
1774,10486,CAP2
1775,6736,SRY
1776,2903,GRIN2A
1779,5309,PITX3
1780,129852,C2orf73
1781,6297,SALL2
1782,338645,LUZP2
1783,100131608,PRR23D1
1784,51046,ST8SIA3
1785,225,ABCD2
1786,6457,SH3GL3
1787,9626,GUCA1C
1788,387856,CCDC184
1789,10391,CORO2B
1790,392617,ELFN1
1791,100133251,PRR23D2
1792,9145,SYNGR1
1793,26585,GREM1
1794,548596,CKMT1A
1795,22999,RIMS1
1796,115948,CCDC151
1797,56126,PCDHB10
1798,1821,DRP2
1800,3578,IL9
1801,5678,PSG9
1802,158131,OR1Q1
1803,2670,GFAP
1804,85442,KNDC1
1805,50649,ARHGEF4
1806,5067,CNTN3
1807,8973,CHRNA6
1808,100113407,TMEM170B
1809,255275,MYADML2
1810,2743,GLRB
1811,7138,TNNT1
1812,440097,DBX2
1813,284427,SLC25A41
1814,3761,KCNJ4
1815,26280,IL1RAPL2
1816,57165,GJC2
1817,114795,TMEM132B
1818,286187,PPP1R42
1819,8862,APLN
1820,747,DAGLA
1821,875,CBS
1822,8622,PDE8B
1823,11033,ADAP1
1824,342035,GLDN
1825,100505993,TMEM210
1826,81553,CYRIA
1827,644139,PIRT
1828,146713,RBFOX3
1829,8995,TNFSF18
1830,138715,ARID3C
1831,6324,SCN1B
1832,646424,SPINK8
1833,8911,CACNA1I
1834,220107,DLEU7
1835,134121,C5orf49
1836,286183,NKAIN3
1837,84944,MAEL
1838,56924,PAK6
1839,57413,TMIGD3
1840,7545,ZIC1
1841,4974,OMG
1842,3642,INSM1
1843,10079,ATP9A
1844,140730,RIMS4
1845,163404,PLPPR5
1846,1114,CHGB
1847,9832,JAKMIP2
1848,79751,SLC25A22
1849,1410,CRYAB
1850,11069,RAPGEF4
1851,729355,TP53TG3B
1852,51299,NRN1
1853,53353,LRP1B
1854,51268,PIPOX
1855,343990,CRACDL
1856,5101,PCDH9
1857,23109,DDN
1858,6975,TECTB
1859,56136,PCDHA13
1860,201140,DHRS7C
1861,3698,ITIH2
1862,6853,SYN1
1863,259232,NALCN
1864,120114,FAT3
1865,7480,WNT10B
1866,8497,PPFIA4
1867,55323,LARP6
1868,389208,TMPRSS11F
1869,220382,FAM181B
1870,219527,LRRC55
1871,84440,RAB11FIP4
1872,57554,LRRC7
1873,4326,MMP17
1874,389383,CLPSL2
1875,338662,OR8D4
1876,81557,MAGED4B
1877,183,AGT
1878,134391,GPR151
1879,221692,PHACTR1
1880,259249,MRGPRX1
1881,6121,RPE65
1882,7368,UGT8
1883,154215,NKAIN2
1884,79054,TRPM8
1885,401138,AMTN
1886,283463,MUC19
1887,1008,CDH10
1888,63982,ANO3
1889,268,AMH
1890,9162,DGKI
1891,157855,KCNU1
1892,122042,RXFP2
1893,1641,DCX
1894,160492,LMNTD1
1895,143941,TTC36
1896,4604,MYBPC1
1897,8682,PEA15
1899,4155,MBP
1900,25791,NGEF
1901,23057,NMNAT2
1902,83543,AIF1L
1903,79856,SNX22
1904,100127206,MINAR2
1905,6534,SLC6A7
1906,348932,SLC6A18
1907,121601,ANO4
1908,58157,NGB
1910,2488,FSHB
1911,400629,TEX19
1912,25876,SPEF1
1913,51308,REEP2
1914,11061,CNMD
1915,349667,RTN4RL2
1916,728485,LOC728485
1917,219902,TLCD5
1918,10814,CPLX2
1919,93650,ACP4
1920,55502,HES6
1921,126731,CCSAP
1922,6263,RYR3
1923,2891,GRIA2
1924,64409,GALNT17
1925,26287,ANKRD2
1926,23507,LRRC8B
1927,7401,CLRN1
1928,258,AMBN
1929,7274,TTPA
1930,3351,HTR1B
1931,149563,SRARP
1932,50632,CALY
1933,166614,DCLK2
1934,2567,GABRG3
1935,815,CAMK2A
1936,100533181,FXYD6-FXYD2
1937,65217,PCDH15
1938,613211,DEFB134
1940,401647,GOLGA7B
1941,347730,LRRTM1
1942,118442,GPR62
1943,2256,FGF11
1944,9911,TMCC2
1945,2846,LPAR4
1946,6098,ROS1
1947,10900,RUNDC3A
1948,340745,LRIT2
1949,388662,SLC6A17
1950,4889,NPY5R
1952,7477,WNT7B
1953,285888,CNPY1
1954,388951,TSPYL6
1956,123041,SLC24A4
1957,477,ATP1A2
1958,89801,PPP1R3F
1959,220202,ATOH7
1960,3617,IMPG1
1963,51083,GAL
1964,84465,MEGF11
1965,785,CACNB4
1966,81282,OR51G2
1967,157724,SLC7A13
1968,554235,ASPDH
1969,5053,PAH
1970,284161,GDPD1
1971,56963,RGMA
1973,794,CALB2
1974,57467,HHATL
1975,201243,SPEM2
1976,22927,HABP4
1977,222865,TMEM130
1978,147746,HIPK4
1979,4885,NPTX2
1980,219681,ARMC3
1981,57537,SORCS2
1982,255119,CFAP299
1983,55515,ASIC4
1984,1463,NCAN
1985,256979,SUN3
1986,64211,LHX5
1987,6770,STAR
1988,55531,ELMOD1
1989,445815,PALM2AKAP2
1990,115584,SLC5A11
1991,7079,TIMP4
1992,83856,FSD1L
1993,441381,LRRC24
1994,57106,NAT14
1995,157753,TMEM74
1996,50859,SPOCK3
1997,729475,RAD51AP2
1998,57555,NLGN2
1999,8170,SLC14A2
2000,4917,NTN3
2001,202500,TCTE1
2002,8193,DPF1
2003,170692,ADAMTS18
2004,134,ADORA1
2005,84767,TRIM51
2006,2566,GABRG2
2007,547,KIF1A
2008,5136,PDE1A
2009,342865,VSTM2B
2012,26290,GALNT8
2013,57338,JPH3
2015,9722,NOS1AP
2016,353355,ZNF233
2017,4325,MMP16
2018,2917,GRM7
2020,642938,INSYN2A
2022,23105,FSTL4
2023,6696,SPP1
2024,80125,CCDC33
2025,282974,STK32C
2026,56884,FSTL5
2028,152015,ROPN1B
2029,1381,CRABP1
2031,57172,CAMK1G
2032,653082,ZDHHC11B
2033,171484,FAM9C
2034,3800,KIF5C
2035,57578,UNC79
2036,3763,KCNJ6
2037,9758,FRMPD4
2038,9568,GABBR2
2039,9607,CARTPT
2040,5530,PPP3CA
2041,11189,CELF3
2042,4004,LMO1
2043,23031,MAST3
2044,55190,NUDT11
2045,2172,FABP6
2047,402665,IGLON5
2048,127703,C1orf216
2049,114786,XKR4
2050,4892,NRAP
2051,56961,SHD
2052,256536,TCERG1L
2053,55016,MARCHF1
2054,4821,NKX2-2
2055,11077,HSF2BP
2056,90523,MLIP
2057,342667,STAC2
2058,22871,NLGN1
2059,83723,TLCD3B
2060,1006,CDH8
2061,6812,STXBP1
2062,2562,GABRB3
2063,130813,C2orf50
2064,51725,FBXO40
2065,56147,PCDHA1
2066,116372,LYPD1
2067,202559,KHDRBS2
2068,120939,TMEM52B
2069,80036,TRPM3
2070,1038,CDR1
2071,136263,SSMEM1
2072,6406,SEMG1
2073,55061,SUSD4
2074,26526,TSPAN16
2075,6638,SNRPN
2076,79739,TTLL7
2077,84735,CNDP1
2078,2560,GABRB1
2079,81832,NETO1
2080,162282,ANKFN1
2081,64753,CCDC136
2082,146760,RTN4RL1
2083,80128,TRIM46
2084,116154,PHACTR3
2085,401040,LOC401040
2086,4148,MATN3
2087,5596,MAPK4
2088,56479,KCNQ5
2089,79953,SYNDIG1
2090,51252,FAM178B
2091,745,MYRF
2092,230,ALDOC
2093,56895,AGPAT4
2094,6493,SIM2
2095,146,ADRA1D
2096,56521,DNAJC12
2097,150726,FBXO41
2098,728400,USP17L28
2099,144453,BEST3
2100,6698,SPRR1A
2101,10361,NPM2
2102,148870,CCDC27
2103,6623,SNCG
2104,3760,KCNJ3
2105,84258,SYT3
2106,4857,NOVA1
2107,1183,CLCN4
2108,2781,GNAZ
2109,64399,HHIP
2110,1418,CRYGA
2111,1428,CRYM
2112,494188,FBXO47
2113,340578,DCAF12L2
2114,8110,DPF3
2115,10394,PRG3
2116,9143,SYNGR3
2117,55704,CCDC88A
2118,441521,CT45A5
2119,84446,BRSK1
2120,57718,PPP4R4
2121,4842,NOS1
2122,149111,CNIH3
2123,51807,TUBA8
2125,5911,RAP2A
2126,353135,LCE1E
2127,122060,SLAIN1
2128,199720,GGN
2129,440279,UNC13C
2130,11076,TPPP
2131,132332,TMEM155
2132,221336,BEND6
2133,6616,SNAP25
2134,728239,MAGED4
2135,167410,LIX1
2136,3775,KCNK1
2137,284546,C1orf185
2138,441151,TMEM151B
2139,11127,KIF3A
2140,3751,KCND2
2141,51412,ACTL6B
2142,115827,RAB3C
2143,26011,TENM4
2144,165257,C1QL2
2145,219287,AMER2
2146,26254,OPTC
2147,56967,C14orf132
2148,3443,IFNA6
2149,10739,RFPL2
2150,79007,DBNDD1
2151,285368,PRRT3
2152,7080,NKX2-1
2153,353174,ZACN
2154,63934,ZNF667
2155,56704,JPH1
2156,338821,SLCO1B7
2157,29944,PNMA3
2158,27443,CECR2
2159,4248,MGAT3
2160,10215,OLIG2
2161,84779,NAA11
2162,100131897,INSYN2B
2163,64137,ABCG4
2164,376267,RAB15
2165,55806,HR
2166,4504,MT3
2167,219938,SPATA19
2168,348807,CFAP100
2169,2170,FABP3
2170,59284,CACNG7
2171,4741,NEFM
2172,3423,IDS
2173,30813,VSX1
2174,203074,PRSS55
2175,2660,MSTN
2176,25907,TMEM158
2177,1734,DIO2
2178,10690,FUT9
2179,10369,CACNG2
2180,121340,SP7
2182,1394,CRHR1
2183,4661,MYT1
2184,402778,IFITM10
2185,91752,ZNF804A
2186,4753,NELL2
2187,6701,SPRR2B
2188,138255,C9orf135
2190,23089,PEG10
2191,8549,LGR5
2192,283999,TMEM235
2193,26051,PPP1R16B
2194,26468,LHX6
2195,100131244,ANKRD63
2196,2538,G6PC
2197,400735,PRAMEF4
2198,9848,MFAP3L
2199,147658,ZNF534
2200,2173,FABP7
2201,84251,SGIP1
2202,9737,GPRASP1
2203,389827,MYMK
2204,10382,TUBB4A
2205,129807,NEU4
2206,116369,SLC26A8
2207,6334,SCN8A
2208,128864,C20orf144
2209,8506,CNTNAP1
2210,10966,RAB40B
2211,4062,LY6H
2212,56146,PCDHA2
2213,221458,KIF6
2214,56475,RPRM
2215,5081,PAX7
2216,51059,FAM135B
2218,131669,UROC1
2219,6804,STX1A
2220,56112,PCDHGA3
2221,389852,SPACA5
2222,658,BMPR1B
2223,116448,OLIG1
2224,100287478,USP17L21
2225,147741,ZNF560
2226,5178,PEG3
2227,27091,CACNG5
2228,55816,DOK5
2229,2250,FGF5
2231,56110,PCDHGA5
2232,340665,CYP26C1
2233,7093,TLL2
2234,503542,SPRN
2235,1837,DTNA
2236,286464,CFAP47
2237,57451,TENM2
2238,131034,CPNE4
2239,3706,ITPKA
2240,9615,GDA
2241,64101,LRRC4
2242,203190,LGI3
2243,10888,GPR83
2244,8499,PPFIA2
2245,577,ADGRB3
2246,154064,RAET1L
2247,347,APOD
2248,3266,ERAS
2249,219670,ENKUR
2250,78986,DUSP26
2251,151647,TAFA4
2252,8302,KLRC4
2253,120787,OR52W1
2254,2046,EPHA8
2255,153,ADRB1
2256,6703,SPRR2D
2257,129868,TRIM43
2258,92154,MTSS2
2259,5818,NECTIN1
2260,1816,DRD5
2261,8999,CDKL2
2262,220296,HEPACAM
2263,259217,HSPA12A
2264,390790,ARL5C
2265,7379,UPK2
2266,441871,PRAMEF7
2267,79740,ZBBX
2268,6261,RYR1
2269,4808,NHLH2
2270,102724473,GAGE10
2271,389812,LCN15
2272,7447,VSNL1
2273,2692,GHRHR
2275,23416,KCNH3
2276,7532,YWHAG
2277,23037,PDZD2
2278,10021,HCN4
2279,80758,PRR7
2280,27164,SALL3
2281,29906,ST8SIA5
2282,680,BRS3
2283,4159,MC3R
2284,127254,ERICH3
2285,93377,OPALIN
2286,11240,PADI2
2287,84467,FBN3
2288,3950,LECT2
2289,23362,PSD3
2290,132204,SYNPR
2291,148014,TTC9B
2292,9699,RIMS2
2293,100287327,USP17L17
2294,221391,OPN5
2295,6456,SH3GL2
2296,54857,GDPD2
2297,10858,CYP46A1
2298,114794,ELFN2
2299,5590,PRKCZ
2300,255057,CBARP
2301,116328,C8orf34
2302,168391,GALNTL5
2303,221409,SPATS1
2304,83259,PCDH11Y
2305,23630,KCNE5
2306,162540,SPPL2C
2307,112885,PHF21B
2308,57452,GALNT16
2309,285613,RELL2
2310,2915,GRM5
2311,84229,DRC7
2312,26960,NBEA
2313,79948,PLPPR3
2314,3360,HTR4
2316,55450,CAMK2N1
2317,399947,C11orf87
2318,64405,CDH22
2319,50863,NTM
2320,401067,IQCF3
2322,4685,NCAM2
2323,23236,PLCB1
2324,322,APBB1
2325,1261,CNGA3
2326,5801,PTPRR
2327,130399,ACVR1C
2328,1952,CELSR2
2329,401551,WDR38
2330,26539,OR10H1
2331,10446,LRRN2
2332,130574,LYPD6
2333,26248,OR2K2
2334,140679,SLC32A1
2335,4103,MAGEA4
2336,1010,CDH12
2337,29799,YPEL1
2338,6785,ELOVL4
2339,117532,TMC2
2340,148930,KNCN
2341,286827,TRIM59
2342,535,ATP6V0A1
2343,158038,LINGO2
2344,283209,PGM2L1
2345,285231,FBXW12
2346,729528,PRAMEF14
2347,2895,GRID2
2348,221710,SMIM13
2349,169166,SNX31
2350,8484,GALR3
2351,255762,PDZD9
2352,100131390,SP9
2353,133491,C5orf47
2354,55359,STYK1
2355,1411,CRYBA1
2357,5579,PRKCB
2358,2556,GABRA3
2359,139411,PTCHD1
2360,25834,MGAT4C
2361,9480,ONECUT2
2362,6540,SLC6A13
2363,3831,KLC1
2364,1159,CKMT1B
2365,26998,FETUB
2366,254122,SNX32
2367,401562,LCNL1
2368,23349,PHF24
2369,55619,DOCK10
2370,85455,DISP2
2371,441061,MARCHF11
2372,23519,ANP32D
2373,3788,KCNS2
2374,353144,LCE3C
2375,144568,A2ML1
2376,158798,AKAP14
2377,256227,STEAP1B
2378,26034,IPCEF1
2379,283554,GPR137C
2380,283652,SLC24A5
2381,6328,SCN3A
2382,10864,SLC22A7
2383,126129,CPT1C
2385,196472,FAM71C
2386,57817,HAMP
2387,23314,SATB2
2388,154661,RUNDC3B
2389,389073,C2orf80
2390,1272,CNTN1
2391,100507588,TGFBR3L
2392,2555,GABRA2
2393,254240,BPIFC
2394,340069,FAM170A
2395,163223,ZNF676
2396,2026,ENO2
2397,30818,KCNIP3
2398,4139,MARK1
2399,9311,ASIC3
2400,1770,DNAH9
2401,4745,NELL1
2402,131377,KLHL40
2403,11255,HRH3
2404,493829,TRIM72
2405,79905,TMC7
2406,1116,CHI3L1
2407,654502,IQCJ
2408,84539,MCHR2
2409,57497,LRFN2
2410,135152,B3GAT2
2411,2705,GJB1
2412,55859,BEX1
2413,114336,CGB2
2414,255101,CFAP65
2415,161931,ADAD2
2416,1141,CHRNB2
2417,9099,USP2
2419,246213,SLC17A8
2421,5126,PCSK2
2422,429,ASCL1
2423,8200,GDF5
2424,386618,KCTD4
2425,23025,UNC13A
2426,6036,RNASE2
2427,388553,BHMG1
2428,23270,TSPYL4
2429,55800,SCN3B
2430,22989,MYH15
2431,10381,TUBB3
2432,105,ADARB2
2433,130026,ICA1L
2434,123606,NIPA1
2435,2861,GPR37
2436,64077,LHPP
2437,1996,ELAVL4
2439,6695,SPOCK1
2440,10993,SDS
2441,83394,PITPNM3
2442,138724,C9orf131
2443,54039,PCBP3
2444,3354,HTR1E
2445,2209,FCGR1A
2447,219438,OR5D18
2448,84528,RHOXF2
2449,9119,KRT75
2450,2066,ERBB4
2451,6529,SLC6A1
2452,284111,SLC13A5
2453,444882,IGFL4
2454,10022,INSL5
2455,150356,CHADL
2456,326,AIRE
2457,1117,CHI3L2
2459,2044,EPHA5
2461,57093,TRIM49
2462,90249,UNC5A
2463,283310,OTOGL
2464,6271,S100A1
2465,5923,RASGRF1
2466,170261,ZCCHC12
2467,5924,RASGRF2
2468,192683,SCAMP5
2469,57611,ISLR2
2470,8601,RGS20
2471,6285,S100B
2472,1949,EFNB3
2473,5909,RAP1GAP
2474,374887,YJEFN3
2475,284293,HMSD
2476,348938,NIPAL4
2477,283248,RCOR2
2478,9856,KIAA0319
2479,8224,SYN3
2480,342125,TMC3
2481,10776,ARPP19
2482,1826,DSCAM
2483,388021,TMEM179
2484,166336,PRICKLE2
2485,3933,LCN1
2486,5224,PGAM2
2487,7425,VGF
2488,148641,SLC35F3
2489,8541,PPFIA3
2490,51224,ELOA2
2491,127343,DMBX1
2492,135927,LLCFC1
2493,282966,C10orf53
2495,4620,MYH2
2496,2849,GPR26
2497,220108,FAM124A
2498,26246,OR2L2
2499,2657,GDF1
2500,594855,CPLX3
2501,758,MPPED1
2502,79605,PGBD5
2503,10656,KHDRBS3
2504,112476,PRRT2
2505,401934,RNF223
2506,10313,RTN3
2507,149685,ADIG
2508,26049,FAM169A
2509,57471,ERMN
2510,54768,HYDIN
2511,56143,PCDHA5
2512,134701,RIPPLY2
2513,390616,ANKRD34C
2514,10962,MLLT11
2515,2039,DMTN
2516,114804,RNF157
2517,84684,INSM2
2518,23467,NPTXR
2519,401115,C4orf48
2520,340542,BEX5
2521,92211,CDHR1
2522,284067,CFAP97D1
2523,3787,KCNS1
2524,6506,SLC1A2
2525,196374,KRT78
2526,2691,GHRH
2527,10842,PPP1R17
2528,668,FOXL2
2529,12,SERPINA3
2530,84448,ABLIM2
2531,445577,C9orf129
2532,3773,KCNJ16
2533,9415,FADS2
2534,200008,CDCP2
2536,4135,MAP6
2537,643834,PGA3
2538,10633,RASL10A
2539,54972,TMEM132A
2540,5413,SEPTIN5
