,patient,cond,pharm,session_id,chan,y,z,exp,knee,tau,log_tau,err,r2
993,George,EyesOpen,Propofol,5.0,98.0,658.1814614102655,889.224112166714,2.6137056234672764,14.65308115234957,0.05698196162871314,-1.2442626040635205,0.019020864034177444,0.9993349176854498
994,George,EyesOpen,Propofol,5.0,99.0,712.9190699930764,880.1515971034136,2.3082642468846957,13.549866471686332,0.05145605596944283,-1.2885635048794666,0.019523740755538338,0.9988234318964411
995,George,EyesOpen,Propofol,5.0,100.0,763.7468493914008,876.2633763619989,2.3984283981642776,27.70150836697925,0.03984585953688539,-1.3996168003332696,0.02116550835755876,0.9988225669260586
996,George,EyesOpen,Propofol,5.0,101.0,808.0582468155811,876.2633763619989,2.6865090332593233,83.52081761966927,0.0306527854507982,-1.5135300545567902,0.028460603015170165,0.9981849790905455
997,George,EyesOpen,Propofol,5.0,102.0,841.9434330811306,878.855523522942,2.9520560096764035,391.10001471576805,0.021071260107882163,-1.6763094918462955,0.028607059445476795,0.998030070241082
998,George,EyesOpen,Propofol,5.0,103.0,883.6482777156531,872.3751556205845,2.7430545256597125,87.23788594737337,0.03121205033682335,-1.5056777013532283,0.021254088290077345,0.9989272594282119
999,George,EyesOpen,Propofol,5.0,104.0,921.4432931656892,869.7830084596415,2.551473773119415,42.15943530696942,0.036726078269634366,-1.4350254445594146,0.01719918491643332,0.9992540660772985
1000,George,EyesOpen,Propofol,5.0,105.0,312.81321678062557,926.8102460003878,2.1087248656143243,13.95851680252604,0.045594681148360044,-1.3410858170427065,0.021738199279420143,0.9985209196016255
1001,George,EyesOpen,Propofol,5.0,106.0,368.85410175826524,907.3691422933152,2.175505258770302,14.321946399160938,0.04682182939387558,-1.3295516218195704,0.020165034360716316,0.9988080410642416
1002,George,EyesOpen,Propofol,5.0,107.0,417.07532836693207,889.224112166714,2.336435825383492,23.91226272067306,0.040904139202160725,-1.388232742317814,0.029785193386465725,0.9977662744599326
1003,George,EyesOpen,Propofol,5.0,108.0,465.2965549755987,880.1515971034136,2.5204995314917884,48.409324031961866,0.034145228074141866,-1.4666699820520201,0.04289737477308593,0.9962051715714031
1004,George,EyesOpen,Propofol,5.0,109.0,698.5830296499591,829.6047274650244,2.443402904546459,14.070170953837021,0.05393380423808883,-1.268138945531592,0.020222046827174378,0.9990621669742125
1005,George,EyesOpen,Propofol,5.0,110.0,748.1075326534549,820.5322124017237,2.4457550780880086,23.706997179619904,0.04361863199197359,-1.3603279592904138,0.021161583348131268,0.9988192784237537
1006,George,EyesOpen,Propofol,5.0,111.0,791.1156536828062,823.1243595626668,2.649777283897497,59.34145045963874,0.03408569298946499,-1.4674278720207765,0.030714497043675477,0.9979079442158527
1007,George,EyesOpen,Propofol,5.0,112.0,825.0008399483557,824.4204331431383,2.725490434923011,78.57993680164839,0.03209357278242446,-1.4935819328477347,0.026860080365201853,0.9982876174762279
1008,George,EyesOpen,Propofol,5.0,113.0,858.8860262139054,827.0125803040814,2.742849307573744,73.25286211337499,0.0332609172263491,-1.4780657785425524,0.02767147899128929,0.9984538155113009
1009,George,EyesOpen,Propofol,5.0,114.0,907.107252822572,827.0125803040814,2.62088717244387,49.10991954127276,0.03602086954875979,-1.44344580746124,0.019320072840669035,0.9990863595942032
1010,George,EyesOpen,Propofol,5.0,115.0,759.8370202069142,769.9853427633348,2.4279942451459084,23.82145937641956,0.04312194823125034,-1.36530162613839,0.03588307637258787,0.9970115610158381
1011,George,EyesOpen,Propofol,5.0,116.0,800.2385884466081,771.2814163438063,2.550813590471729,34.84828134042369,0.03955815444073316,-1.4027639783211276,0.035224882899505844,0.9972850247484186
1012,George,EyesOpen,Propofol,5.0,117.0,852.3696442397612,781.6500049875783,2.58025822549369,32.11285199191357,0.04148532666138038,-1.3821054858624753,0.0230943899177444,0.9987516328276514
1013,George,EyesOpen,Propofol,5.0,118.0,884.9515541104819,780.3539314071068,2.5231673722404984,25.94366878625951,0.04379262225569418,-1.358599048937095,0.0255141855707912,0.9985036035369612
1014,George,EyesOpen,Propofol,5.0,119.0,836.7303275018154,745.359944734376,2.6349656935056274,30.471043386271468,0.043517877423417964,-1.3613322954279259,0.06178913729572207,0.993410627801102
1015,George,EyesOpen,Propofol,5.0,120.0,869.3122373725363,742.767797573433,2.708407732867019,23.78601573456147,0.04939167683470329,-1.3063462294023962,0.05150971279201606,0.9962494958058278
1016,George,EyesOpen,Propofol,5.0,121.0,853.2988505747127,147.09210526315792,2.2976966586039422,29.807182815690147,0.03632189070294287,-1.4398315527587922,0.01300409666367454,0.9994701958909132
1017,George,EyesOpen,Propofol,5.0,122.0,805.3448275862069,153.7938596491228,2.8022347517100434,116.81960344908241,0.029107876406668,-1.5359894777802698,0.03389843768890511,0.9975043831011063
1018,George,EyesOpen,Propofol,5.0,123.0,856.7241379310345,194.00438596491227,2.403287316737428,20.374044817397255,0.045406430481514715,-1.3428826377844139,0.017486327612095006,0.9992459406753641
1019,George,EyesOpen,Propofol,5.0,124.0,813.9080459770115,193.16666666666666,2.690890513770743,82.14673765434549,0.030925167452353512,-1.5096879400921732,0.019318646961448162,0.9991642211649698
1020,George,EyesOpen,Propofol,5.0,125.0,845.5919540229885,255.1578947368421,2.57934275849366,35.617998990826344,0.039833144330669604,-1.3997554100968113,0.030217186997204753,0.9978672348358242
1021,George,EyesOpen,Propofol,5.0,126.0,812.1954022988506,252.64473684210526,2.540196386600421,29.693678945270676,0.04188668360752105,-1.3779240236915304,0.033983251615663124,0.9970420035817481
1022,George,EyesOpen,Propofol,5.0,127.0,839.5977011494252,298.719298245614,2.425885551210388,16.03295398107341,0.05070942936265408,-1.2949112765758675,0.030567533416395027,0.9978511455394701
1023,George,EyesOpen,Propofol,5.0,128.0,805.3448275862069,307.9342105263158,2.4640801495910103,23.158410065337268,0.04446098507574968,-1.3520209193198216,0.03169248204536106,0.9974809655171463
1024,Chibi,EyesClosed,Ketamine,0.0,1.0,507.00139961012127,804.9793294360658,3.272002279193529,7710.36112683763,0.010323802506953583,-1.9861603120476432,0.03330104547170477,0.996842285416309
1025,Chibi,EyesClosed,Ketamine,0.0,2.0,557.8291790084456,781.6500049875783,3.7524496744418845,38345.4524864745,0.009556401575749707,-2.019705608768562,0.04101902321022744,0.9965075100616338
1026,Chibi,EyesClosed,Ketamine,0.0,3.0,611.2635111964278,790.722520050879,3.336919328778965,6112.996069529977,0.011672518141663524,-1.932835442407374,0.025709938102793983,0.9980028623261958
1027,Chibi,EyesClosed,Ketamine,0.0,4.0,651.6650794361215,811.4596973384232,3.792318988380331,30043.48274497686,0.010497312829420426,-1.9789218602360639,0.029617099007085684,0.9962804581741332
1028,Chibi,EyesClosed,Ketamine,0.0,5.0,295.8706236478509,873.671229201056,3.0050396312875445,4375.2001768037035,0.00977663825431378,-2.009810453861102,0.03989050729305062,0.9860007802764873
1029,Chibi,EyesClosed,Ketamine,0.0,6.0,349.30495583583286,841.2693896892681,3.1731751642205372,7504.197394153913,0.009562026375942544,-2.0194500626784535,0.04724787479498041,0.9837145733697215
1030,Chibi,EyesClosed,Ketamine,0.0,7.0,396.2229060496708,811.4596973384232,2.833560476313997,2703.26840821691,0.009787284822820744,-2.009337772958403,0.04540011573630383,0.9798407260581913
