,GeneID,Symbol,Synonyms
5103,8446,DUSP11,PIR1
5104,8448,DOC2A,Doc2
5105,8449,DHX16,DBP2|DDX16|PRO2014|PRP8|PRPF2|Prp2
5106,8450,CUL4B,CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2
5107,8451,CUL4A,-
5108,8452,CUL3,CUL-3|PHA2E
5109,8453,CUL2,-
5110,8454,CUL1,-
5111,8455,ATRN,DPPT-L|MGCA
5112,8456,FOXN1,FKHL20|RONU|WHN
5113,8458,TTF2,HuF2|ZGRF6
5114,8459,TPST2,TANGO13B|TPST-2
5115,8460,TPST1,TANGO13A
5116,8462,KLF11,FKLF|FKLF1|MODY7|TIEG2|Tieg3
5117,8464,SUPT3H,SPT3|SPT3L
5118,8467,SMARCA5,ISWI|SNF2H|WCRF135|hISWI|hSNF2H
5119,8468,FKBP6,FKBP36
5120,8470,SORBS2,ARGBP2|PRO0618
5121,8471,IRS4,CHNG9|IRS-4|PY160
5122,8473,OGT,HINCUT-1|HRNT1|MRX106|O-GLCNAC|OGT1
5123,8476,CDC42BPA,MRCK|MRCKA|PK428
5124,8479,HIRIP3,-
5125,8480,RAE1,Gle2|MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1
5126,8481,OFD1,71-7A|CXorf5|JBTS10|RP23|SGBS2
5127,8482,SEMA7A,CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|SEMAK1|SEMAL
5128,8483,CILP,CILP-1|HsT18872
5129,8484,GALR3,-
5130,8487,GEMIN2,SIP1|SIP1-delta
5131,8490,RGS5,MST092|MST106|MST129|MSTP032|MSTP092|MSTP106|MSTP129
5132,8491,MAP4K3,GLK|MAPKKKK3|MEKKK 3|MEKKK3|RAB8IPL1
5133,8492,PRSS12,BSSP-3|BSSP3|MRT1
5134,8493,PPM1D,IDDGIP|JDVS|PP2C-DELTA|WIP1
5135,8495,PPFIBP2,Cclp1
5136,8496,PPFIBP1,L2|SGT2|hSGT2|hSgt2p
5137,8497,PPFIA4,-
5138,8498,RANBP3,-
5139,8499,PPFIA2,-
5140,8500,PPFIA1,LIP.1|LIP1|LIPRIN
5141,8501,SLC43A1,LAT3|PB39|POV1|R00504
5142,8502,PKP4,p0071
5143,8503,PIK3R3,p55|p55-GAMMA|p55PIK
5144,8504,PEX3,PBD10A|PBD10B|TRG18
5145,8505,PARG,PARG99
5146,8506,CNTNAP1,CASPR|CHN3|CNTNAP|NRXN4|P190
5147,8507,ENC1,CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10
5148,8508,NIPSNAP1,-
5149,8509,NDST2,HSST2|N-HSST 2|NST2
5150,8511,MMP23A,MIFR|MIFR-1|MMP21
5151,8512,MBL1P,COLEC3P|MBL1P1
5152,8514,KCNAB2,AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2
5153,8516,ITGA8,-
5154,8517,IKBKG,AMCBX1|EDAID1|FIP-3|FIP3|Fip3p|IKK-gamma|IKKAP1|IKKG|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9
5155,8518,ELP1,DYS|FD|IKAP|IKBKAP|IKI3|TOT1
5156,8519,IFITM1,9-27|CD225|DSPA2a|IFI17|LEU13
5157,8520,HAT1,KAT1
5158,8521,GCM1,GCMA|hGCMa
5159,8522,GAS7,-
5160,8525,DGKZ,DAGK5|DAGK6|DGK-ZETA|hDGKzeta
5161,8526,DGKE,AHUS7|DAGK5|DAGK6|DGK|NPHS7
5162,8527,DGKD,DGKdelta|dgkd-2
5163,8528,DDO,DASOX|DDO-1|DDO-2
5164,8529,CYP4F2,CPF2
5165,8530,CST7,CMAP
5166,8531,YBX3,CSDA|CSDA1|DBPA|ZONAB
5167,8532,CPZ,-
5168,8533,COPS3,CSN3|SGN3
5169,8534,CHST1,C6ST|GST-1|KS6ST|KSGal6ST|KSST
5170,8535,CBX4,NBP16|PC2
5171,8536,CAMK1,CAMKI
5172,8537,BCAS1,AIBC1|NABC1
5173,8538,BARX2,-
5174,8539,API5,AAC-11|AAC11
5175,8540,AGPS,ADAP-S|ADAS|ADHAPS|ADPS|ALDHPSY|RCDP3
5176,8541,PPFIA3,LPNA3
5177,8542,APOL1,APO-L|APOL|APOL-I|FSGS4
5178,8543,LMO4,-
5179,8544,PIR,-
5180,8545,CGGBP1,CGGBP|p20-CGGBP
5181,8546,AP3B1,ADTB3|ADTB3A|HPS|HPS2|PE
5182,8547,FCN3,FCNH|HAKA1
5183,8548,BLZF1,GOLGIN-45|JEM-1|JEM-1s|JEM1
5184,8549,LGR5,FEX|GPR49|GPR67|GRP49|HG38
5185,8550,MAPKAPK5,MAPKAP-K5|MK-5|MK5|PRAK
5186,8552,INE1,NCRNA00010
5187,8553,BHLHE40,BHLHB2|Clast5|DEC1|HLHB2|SHARP-2|SHARP2|STRA13|Stra14
5188,8554,PIAS1,DDXBP1|GBP|GU/RH-II|ZMIZ3
5189,8555,CDC14B,CDC14B3|Cdc14B1|Cdc14B2|hCDC14B
5190,8556,CDC14A,DFNB105|DFNB32|DFNB35|cdc14|hCDC14
5191,8557,TCAP,CMD1N|CMH25|LGMD2G|LGMDR7|T-cap|TELE|telethonin
5192,8558,CDK10,ALSAS|PISSLRE
5193,8559,PRPF18,PRP18|hPrp18
5194,8560,DEGS1,DEGS|DEGS-1|DES1|Des-1|FADS7|HLD18|MIG15|MLD
5195,8562,DENR,DRP|DRP1|SMAP-3
5196,8563,THOC5,C22orf19|Fmip|PK1.3|fSAP79
5197,8564,KMO,dJ317G22.1
5198,8565,YARS1,CMTDIC|TYRRS|YARS|YRS|YTS
5199,8566,PDXK,C21orf124|C21orf97|HEL-S-1a|HMSN6C|PKH|PNK|PRED79
5200,8567,MADD,DENN|IG20|RAB3GEP
5201,8568,RRP1,D21S2056E|NNP-1|NOP52|RRP1A
5202,8569,MKNK1,MNK1
5203,8570,KHSRP,FBP2|FUBP2|KSRP|p75
5204,8572,PDLIM4,RIL
5205,8573,CASK,CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8|hCASK
5206,8574,AKR7A2,AFAR|AFAR1|AFB1-AR1|AKR7
5207,8575,PRKRA,DYT16|HSD14|PACT|RAX
5208,8576,STK16,KRCT|MPSK|PKL12|PSK|TSF1|hPSK
5209,8577,TMEFF1,C9orf2|CT120.1|H7365|TR-1
5210,8578,SCARF1,SREC|SREC-I|SREC1
5211,8581,LY6D,E48|Ly-6D
5212,8600,TNFSF11,CD254|ODF|OPGL|OPTB2|RANKL|TNLG6B|TRANCE|hRANKL2|sOdf
5213,8601,RGS20,RGSZ1|ZGAP1|g(z)GAP|gz-GAP
5214,8602,NOP14,C4orf9|NOL14|RES4-25|RES425|UTP2
5215,8603,FAM193A,C4orf8|RES4-22
5216,8604,SLC25A12,AGC1|ARALAR|EIEE39
5217,8605,PLA2G4C,CPLA2-gamma
5218,8607,RUVBL1,ECP-54|ECP54|INO80H|NMP 238|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A
5219,8608,RDH16,RODH-4|SDR9C8|hRDH-E
5220,8609,KLF7,UKLF
5221,8611,PLPP1,LLP1a|LPP1|PAP-2a|PAP2|PPAP2A
5222,8612,PLPP2,LPP2|PAP-2c|PAP2-g|PPAP2C
5223,8613,PLPP3,Dri42|LPP3|PAP2B|PPAP2B|VCIP
5224,8614,STC2,STC-2|STCRP
5225,8615,USO1,P115|TAP|VDP
5226,8618,CADPS,CADPS1|CAPS|CAPS1|UNC-31
5227,8620,NPFF,FMRFAL
5228,8621,CDK13,CDC2L|CDC2L5|CHDFIDD|CHED|hCDK13
5229,8622,PDE8B,ADSD|PPNAD3
5230,8623,ASMTL,ASMTLX|ASMTLY|ASTML
5231,8624,PSMG1,C21LRP|DSCR2|LRPC21|PAC-1|PAC1
5232,8625,RFXANK,ANKRA1|BLS|F14150_1|RFX-B
5233,8626,TP63,AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L
5234,8629,JRK,JH8|jerky
5235,8630,HSD17B6,HSE|RODH|SDR9C6
5236,8631,SKAP1,HEL-S-81p|SCAP1|SKAP55
5237,8632,DNAH17,DNAHL1|DNEL2|SPGF39
5238,8633,UNC5C,UNC5H3
5239,8634,RTCA,RPC|RTC1|RTCD1
5240,8635,RNASET2,RNASE6PL|bA514O12.3
5241,8636,SSNA1,N14|NA-14|NA14
5242,8638,OASL,OASL1|OASLd|TRIP-14|TRIP14|p59 OASL|p59-OASL|p59OASL
5243,8639,AOC3,HPAO|SSAO|VAP-1|VAP1
5244,8641,PCDHGB4,CDH20|FIB2|PCDH-GAMMA-B4
5245,8642,DCHS1,CDH19|CDH25|CDHR6|FIB1|MVP2|PCDH16|VMLDS1
5246,8643,PTCH2,PTC2
5247,8644,AKR1C3,DD3|DDX|HA1753|HAKRB|HAKRe|HSD17B5|PGFS|hluPGFS
5248,8645,KCNK5,K2p5.1|KCNK5b|TASK-2|TASK2
5249,8646,CHRD,-
5250,8648,NCOA1,F-SRC-1|KAT13A|RIP160|SRC1|bHLHe42|bHLHe74
5251,8649,LAMTOR3,MAP2K1IP1|MAPBP|MAPKSP1|MP1|PRO0633|Ragulator3
5252,8650,NUMB,C14orf41|S171|c14_5527
5253,8651,SOCS1,CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3
5254,8653,DDX3Y,DBY
5255,8654,PDE5A,CGB-PDE|CN5A|PDE5
5256,8655,DYNLL1,DLC1|DLC8|DNCL1|DNCLC1|LC8|LC8a|PIN|hdlc1
5257,8658,TNKS,ARTD5|PARP-5a|PARP5A|PARPL|TIN1|TINF1|TNKS1|pART5
5258,8659,ALDH4A1,ALDH4|P5CD|P5CDh
5259,8660,IRS2,IRS-2
5260,8661,EIF3A,EIF3|EIF3S10|P167|TIF32|eIF3-p170|eIF3-theta|p180|p185
5261,8662,EIF3B,EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1
5262,8663,EIF3C,EIF3CL|EIF3S8|eIF3-p110
5263,8664,EIF3D,EIF3S7|eIF3-p66|eIF3-zeta
5264,8665,EIF3F,EIF3S5|MRT67|eIF3-p47
5265,8666,EIF3G,EIF3-P42|EIF3S4|eIF3-delta|eIF3-p44
5266,8667,EIF3H,EIF3S3|eIF3-gamma|eIF3-p40
5267,8668,EIF3I,EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36
5268,8669,EIF3J,EIF3S1|eIF3-alpha|eIF3-p35
5269,8671,SLC4A4,HNBC1|KNBC|NBC1|NBC2|NBCe1-A|SLC4A5|hhNMC|kNBC1|pNBC
5270,8672,EIF4G3,eIF-4G 3|eIF4G 3|eIF4GII
5271,8673,VAMP8,EDB|VAMP-8
5272,8674,VAMP4,VAMP-4|VAMP24
5273,8675,STX16,SYN16
5274,8676,STX11,FHL4|HLH4|HPLH4
5275,8677,STX10,SYN10|hsyn10
5276,8678,BECN1,ATG6|VPS30|beclin1
5277,8681,JMJD7-PLA2G4B,HsT16992|cPLA2-beta
5278,8682,PEA15,HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED|PED-PEA15|PED/PEA15
5279,8683,SRSF9,SFRS9|SRp30c
5280,8685,MARCO,SCARA2|SR-A6
5281,8687,KRT38,HA8|KRTHA8|hHa8
5282,8690,JRKL,HHMJG
5283,8692,HYAL2,LUCA2
5284,8693,GALNT4,GALNAC-T4|GALNACT4
5285,8694,DGAT1,ARAT|ARGP1|DGAT|DIAR7
5286,8697,CDC23,ANAPC8|APC8|CUT23
5287,8698,S1PR4,EDG6|LPC1|S1P4|SLP4
5288,8701,DNAH11,CILD7|DNAHBL|DNAHC11|DNHBL|DPL11
5289,8702,B4GALT4,B4Gal-T4|beta4Gal-T4
5290,8703,B4GALT3,beta4Gal-T3
5291,8704,B4GALT2,B4Gal-T2|B4Gal-T3|beta4Gal-T2
5292,8705,B3GALT4,BETA3GALT4|GALT2|GALT4
5293,8706,B3GALNT1,B3GALT3|GLCT3|GLOB|Gb4Cer|P|P1|beta3Gal-T3|galT3
5294,8707,B3GALT2,BETA3GALT2|GLCT2|beta3Gal-T2
5295,8708,B3GALT1,beta3Gal-T1
5296,8711,TNK1,-
5297,8712,PAGE1,AL5|CT16.3|GAGE-9|GAGEB1|PAGE-1
5298,8714,ABCC3,ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2
5299,8715,NOL4,CT125|HRIHFB2255|NOLP
5300,8717,TRADD,Hs.89862
5301,8718,TNFRSF25,APO-3|DDR3|DR3|GEF720|LARD|PLEKHG5|TNFRSF12|TR3|TRAMP|WSL-1|WSL-LR
5302,8720,MBTPS1,PCSK8|S1P|SEDKF|SKI-1
5303,8721,EDF1,CFAP280|EDF-1|MBF1
5304,8722,CTSF,CATSF|CLN13
5305,8723,SNX4,ATG24B
5306,8724,SNX3,Grd19|MCOPS8|SDP3
5307,8725,URI1,C19orf2|NNX3|PPP1R19|RMP|URI
5308,8726,EED,COGIS|HEED|WAIT1
5309,8727,CTNNAL1,ACRP|CLLP|alpha-CATU
5310,8728,ADAM19,FKSG34|MADDAM|MLTNB
5311,8729,GBF1,ARF1GEF
5312,8731,RNMT,CMT1|CMT1c|MET|Met|RG7MT1|cm1p|hCMT1|hMet
5313,8732,RNGTT,CAP1A|HCE|HCE1|hCAP
5314,8733,GPAA1,GAA1|GPIBD15|hGAA1
5315,8735,MYH13,MyHC-IIL|MyHC-eo
5316,8736,MYOM1,SKELEMIN
5317,8737,RIPK1,IMD57|RIP|RIP-1|RIP1
5318,8738,CRADD,MRT34|RAIDD
5319,8739,HRK,DP5|HARAKIRI
5320,8740,TNFSF14,CD258|HVEML|LIGHT|LTg
5321,8741,TNFSF13,APRIL|CD256|TALL-2|TALL2|TNLG7B|TRDL-1|UNQ383/PRO715|ZTNF2
5322,8742,TNFSF12,APO3L|DR3LG|TNLG4A|TWEAK
5323,8743,TNFSF10,APO2L|Apo-2L|CD253|TL2|TNLG6A|TRAIL
5324,8744,TNFSF9,4-1BB-L|CD137L|TNLG5A
5325,8745,ADAM23,MDC-3|MDC3
5326,8747,ADAM21,ADAM 21|ADAM31
5327,8748,ADAM20,-
5328,8751,ADAM15,MDC15
5329,8754,ADAM9,CORD9|MCMP|MDC9|Mltng
5330,8755,ADAM6,C14orf96|tMDCIV
5331,8756,ADAM7,ADAM 7|ADAM-7|EAPI|GP-83|GP83
5332,8760,CDS2,-
5333,8761,PABPC4,APP-1|APP1|PABP4|iPABP
5334,8763,CD164,DFNA66|MGC-24|MGC-24v|MUC-24|endolyn
5335,8764,TNFRSF14,ATAR|CD270|HVEA|HVEM|LIGHTR|TR2
5336,8766,RAB11A,YL8
5337,8767,RIPK2,CARD3|CARDIAK|CCK|GIG30|RICK|RIP2
5338,8771,TNFRSF6B,DCR3|DJ583P15.1.1|M68|M68E|TR6
5339,8772,FADD,GIG3|MORT1
5340,8773,SNAP23,HsT17016|SNAP-23|SNAP23A|SNAP23B
5341,8774,NAPG,GAMMASNAP
5342,8775,NAPA,SNAPA
5343,8776,MTMR1,-
5344,8777,MPDZ,HYC2|MUPP1
5345,8778,SIGLEC5,CD170|CD33L2|OB-BP2|OBBP2|SIGLEC-5
5346,8780,RIOK3,SUDD
5347,8784,TNFRSF18,AITR|CD357|ENERGEN|GITR|GITR-D
5348,8785,MATN4,-
5349,8786,RGS11,RS11
5350,8787,RGS9,PERRS|RGS9L
5351,8788,DLK1,DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2
5352,8790,FPGT,GFPP
5353,8792,TNFRSF11A,CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER
5354,8794,TNFRSF10C,CD263|DCR1|DCR1-TNFR|LIT|TRAIL-R3|TRAILR3|TRID
5355,8795,TNFRSF10B,CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9
5356,8797,TNFRSF10A,APO2|CD261|DR4|TRAILR-1|TRAILR1
5357,8798,DYRK4,-
5358,8799,PEX11B,PEX11-BETA|PEX14B
5359,8800,PEX11A,PEX11-ALPHA|PMP28|hsPEX11p
5360,8801,SUCLG2,G-SCS|GBETA|GTPSCS
5361,8802,SUCLG1,GALPHA|MTDPS9|SUCLA1
5362,8803,SUCLA2,A-BETA|A-SCS|MTDPS5|SCS-betaA
5363,8804,CREG1,CREG
5364,8805,TRIM24,PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1
5365,8808,IL1RL2,IL-1Rrp2|IL-36R|IL1R-rp2|IL1RRP2
5366,8809,IL18R1,CD218a|CDw218a|IL-18R-alpha|IL-18Ralpha|IL-1Rrp|IL18RA|IL18Ralpha2|IL1RRP
5367,8811,GALR2,GAL2-R|GALNR2|GALR-2
5368,8812,CCNK,CPR4|IDDHDF
5369,8813,DPM1,CDGIE|MPDS
5370,8814,CDKL1,KKIALRE|P42
5371,8815,BANF1,BAF|BCRP1|D14S1460|NGPS
5372,8816,DCAF5,BCRG2|BCRP2|D14S1461E|WDR22
5373,8817,FGF18,FGF-18|ZFGF5
5374,8818,DPM2,CDG1U
5375,8819,SAP30,-
5376,8820,HESX1,ANF|CPHD5|RPX
5377,8821,INPP4B,-
5378,8822,FGF17,FGF-13|FGF-17|HH20
5379,8823,FGF16,FGF-16|MF4
5380,8824,CES2,CE-2|CES2A1|PCE-2|iCE
5381,8825,LIN7A,LIN-7A|LIN7|MALS-1|MALS1|TIP-33|VELI1
5382,8826,IQGAP1,HUMORFA01|SAR1|p195
5383,8828,NRP2,NP2|NPN2|PRO2714|VEGF165R2
5384,8829,NRP1,BDCA4|CD304|NP1|NRP|VEGF165R
5385,8831,SYNGAP1,MRD5|RASA1|RASA5|SYNGAP
5386,8832,CD84,LY9B|SLAMF5|hCD84|mCD84
5387,8833,GMPS,GATD7
5388,8834,TMEM11,C17orf35|PM1|PMI
5389,8835,SOCS2,CIS2|Cish2|SOCS-2|SSI-2|SSI2|STATI2
5390,8836,GGH,GH
5391,8837,CFLAR,CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS|cFLIP
5392,8839,CCN5,CT58|CTGF-L|WISP2
5393,8840,CCN4,WISP1|WISP1-OT1|WISP1-UT1|WISP1c|WISP1i|WISP1tc
5394,8841,HDAC3,HD3|KDAC3|RPD3|RPD3-2
5395,8842,PROM1,AC133|CD133|CORD12|MCDR2|MSTP061|PROML1|RP41|STGD4
5396,8843,HCAR3,GPR109B|HCA3|HM74|PUMAG|Puma-g
5397,8844,KSR1,KSR|RSU2
5398,8846,ALKBH1,ABH|ABH1|ALKBH|alkB|hABH
5399,8848,TSC22D1,Ptg-2|TGFB1I4|TSC22
5400,8850,KAT2B,CAF|P/CAF|PCAF
5401,8851,CDK5R1,CDK5P35|CDK5R|NCK5A|p23|p25|p35|p35nck5a
5402,8853,ASAP2,AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1
5403,8854,ALDH1A2,RALDH(II)|RALDH2|RALDH2-T
5404,8857,FCGBP,FC(GAMMA)BP
5405,8859,STK19,D6S60|D6S60E|G11|HLA-RP1|RP1
5406,8861,LDB1,CLIM-2|CLIM2|LDB-1|NLI
5407,8862,APLN,APEL|XNPEP2
5408,8863,PER3,FASPS3|GIG13
5409,8864,PER2,FASPS|FASPS1
5410,8867,SYNJ1,EIEE53|INPP5G|PARK20
5411,8869,ST3GAL5,SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV
5412,8870,IER3,DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1
5413,8871,SYNJ2,INPP5H
5414,8872,CDC123,C10orf7|D123
5415,8874,ARHGEF7,BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB
5416,8875,VNN2,FOAP-4|GPI-80
5417,8877,SPHK1,SPHK
5418,8878,SQSTM1,A170|DMRV|FTDALS3|NADGP|OSIL|PDB3|ZIP3|p60|p62|p62B
5419,8879,SGPL1,NPHS14|S1PL|SPL
5420,8880,FUBP1,FBP|FUBP|hDH V
5421,8881,CDC16,ANAPC6|APC6|CDC16Hs|CUT9
5422,8882,ZPR1,ZNF259
5423,8883,NAE1,A-116A10.1|APPBP1|HPP1|ula-1
5424,8884,SLC5A6,SMVT
5425,8886,DDX18,Has1|MrDb
5426,8887,TAX1BP1,CALCOCO3|T6BP|TXBP151
5427,8888,MCM3AP,GANP|MAP80|PNRIID|SAC3
5428,8890,EIF2B4,EIF-2B|EIF2B|EIF2Bdelta
5429,8891,EIF2B3,EIF-2B|EIF2Bgamma
5430,8892,EIF2B2,EIF-2Bbeta|EIF2B
5431,8893,EIF2B5,CACH|CLE|EIF-2B|EIF2Bepsilon|LVWM
5432,8894,EIF2S2,EIF2|EIF2B|EIF2beta|PPP1R67|eIF-2-beta
5433,8895,CPNE3,CPN3|PRO1071
5434,8896,BUD31,Cwc14|EDG-2|EDG2|G10|YCR063W|fSAP17
5435,8897,MTMR3,FYVE-DSP1|ZFYVE10
5436,8898,MTMR2,CMT4B|CMT4B1
5437,8899,PRPF4B,PR4H|PRP4|PRP4H|PRP4K|dJ1013A10.1
5438,8900,CCNA1,CT146
5439,8904,CPNE1,COPN1|CPN1
5440,8905,AP1S2,DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B
5441,8906,AP1G2,G2AD
5442,8907,AP1M1,AP47|CLAPM2|CLTNM|MU-1A
5443,8908,GYG2,GN-2|GN2
5444,8909,ENDOU,P11|PP11|PRSS26
5445,8910,SGCE,DYT11|ESG|epsilon-SG
5446,8911,CACNA1I,Cav3.3|ca(v)3.3
5447,8912,CACNA1H,CACNA1HB|Cav3.2|ECA6|EIG6|HALD4
5448,8913,CACNA1G,Ca(V)T.1|Cav3.1|NBR13|SCA42|SCA42ND
5449,8914,TIMELESS,TIM|TIM1|hTIM
5450,8915,BCL10,CARMEN|CIPER|CLAP|IMD37|c-E10|mE10
5451,8916,HERC3,-
5452,8924,HERC2,D15F37S1|MRT38|SHEP1|jdf2|p528
5453,8925,HERC1,MDFPMR|p532|p619
5454,8927,BSN,ZNF231
5455,8928,FOXH1,FAST-1|FAST1
5456,8929,PHOX2B,CCHS|NBLST2|NBPhox|PMX2B
5457,8930,MBD4,MED1
5458,8932,MBD2,DMTase|NY-CO-41
5459,8933,RTL8C,CXX1|FAM127A|MAR8C|MART8C|Mar8|Mart8|SIRH5
5460,8934,RAB29,RAB7L|RAB7L1
5461,8935,SKAP2,PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R
5462,8936,WASF1,SCAR1|WAVE|WAVE1
5463,8938,BAIAP3,BAP3
5464,8939,FUBP3,FBP3
5465,8940,TOP3B,TOP3B1
5466,8941,CDK5R2,NCK5AI|P39|p39nck5ai
5467,8942,KYNU,KYNUU|VCRL2
5468,8943,AP3D1,ADTD|HPS10|hBLVR
5469,8945,BTRC,BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP
5470,8968,H3C7,H3/i|H3C1|H3C10|H3C11|H3C12|H3C2|H3C3|H3C4|H3C6|H3C8|H3FI|HIST1H3F
5471,8969,H2AC11,H2A.1b|H2A/p|H2AC13|H2AC15|H2AC16|H2AC17|H2AFP|H2AG|HIST1H2AG|pH2A/f
5472,8970,H2BC11,H2B/r|H2BFR|H2BJ|HIST1H2BJ
5473,8971,H1-10,H1.10|H1FX|H1X
5474,8973,CHRNA6,CHNRA6
5475,8974,P4HA2,MYP25
5476,8975,USP13,ISOT3|IsoT-3
5477,8976,WASL,N-WASP|NWASP|WASPB
5478,8985,PLOD3,LH3
5479,8986,RPS6KA4,MSK2|RSK-B|S6K-alpha-4
5480,8987,STBD1,GENEX3414|GENX-3414
5481,8988,HSPB3,DHMN2C|HMN2C|HSPL27
5482,8991,SELENBP1,EHMTO|HEL-S-134P|LPSB|MTO|SBP56|SP56|hSBP
5483,8992,ATP6V0E1,ATP6H|ATP6V0E|M9.2|Vma21|Vma21p
5484,8994,LIMD1,-
5485,8996,NOL3,ARC|FCM|MYOCL1|MYP|NOP|NOP30
5486,8997,KALRN,ARHGEF24|CHD5|CHDS5|DUET|DUO|HAPIP|TRAD
5487,8999,CDKL2,KKIAMRE|P56
5488,9001,HAP1,HAP2|HIP5|HLP|hHLP1
5489,9002,F2RL3,PAR4
5490,9013,TAF1C,MGC:39976|SL1|TAFI110|TAFI95
5491,9014,TAF1B,MGC:9349|RAF1B|RAFI63|SL1|TAFI63
5492,9015,TAF1A,MGC:17061|RAFI48|SL1|TAFI48
5493,9016,SLC25A14,BMCP1|UCP5
5494,9019,MPZL1,MPZL1b|PZR|PZR1b|PZRa|PZRb
5495,9020,MAP3K14,FTDCR1B|HS|HSNIK|NIK
5496,9021,SOCS3,ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3
5497,9022,CLIC3,-
5498,9023,CH25H,C25H
5499,9024,BRSK2,C11orf7|PEN11B|SAD1|SADA|STK29
5500,9025,RNF8,hRNF8
5501,9026,HIP1R,HIP12|HIP3|ILWEQ
5502,9028,RHBDL1,RHBDL|RRP
5503,9031,BAZ1B,WBSCR10|WBSCR9|WSTF
5504,9032,TM4SF5,-
5505,9033,PKD2L1,PCL|PKD2L|PKDL|TRPP3
5506,9034,CCRL2,ACKR5|CKRX|CRAM|CRAM-A|CRAM-B|HCR
5507,9037,SEMA5A,SEMAF|semF
5508,9038,TAAR5,PNR
5509,9039,UBA3,NAE2|UBE1C|hUBA3
5510,9040,UBE2M,UBC-RS2|UBC12|hUbc12
5511,9043,SPAG9,CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6
5512,9044,BTAF1,MOT1|TAF(II)170|TAF172|TAFII170
5513,9045,RPL14,CAG-ISL-7|CTG-B33|L14|RL14|hRL14
5514,9046,DOK2,p56DOK|p56dok-2
5515,9047,SH2D2A,F2771|SCAP|TSAD|VRAP
5516,9048,ARTN,ART|ENOVIN|EVN|NBN
5517,9049,AIP,ARA9|FKBP16|FKBP37|PITA1|SMTPHN|XAP-2|XAP2
5518,9050,PSTPIP2,MAYP
5519,9051,PSTPIP1,CD2BP1|CD2BP1L|CD2BP1S|H-PIP|PAPAS|PSTPIP
5520,9053,MAP7,E-MAP-115|EMAP115
5521,9054,NFS1,HUSSY-08|IscS|NIFS
5522,9055,PRC1,ASE1
5523,9056,SLC7A7,LAT3|LPI|MOP-2|Y+LAT1|y+LAT-1
5524,9057,SLC7A6,LAT-2|LAT3|y+LAT-2
5525,9058,SLC13A2,NADC1|NaCT|NaDC-1|SDCT1
5526,9060,PAPSS2,ATPSK2|BCYM4|SK2
5527,9061,PAPSS1,ATPSK1|PAPSS|SK1
5528,9063,PIAS2,ARIP3|DIP|MIZ1|PIASX|SIZ2|ZMIZ4
5529,9064,MAP3K6,ASK2|MAPKKK6|MEKK6
5530,9066,SYT7,IPCA-7|IPCA7|PCANAP7|SYT-VII|SYTVII
5531,9068,ANGPTL1,ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2
5532,9069,CLDN12,-
5533,9070,ASH2L,ASH2|ASH2L1|ASH2L2|Bre2
5534,9071,CLDN10,CPETRL3|HELIX|OSP-L|OSPL
5535,9074,CLDN6,-
5536,9076,CLDN1,CLD1|ILVASC|SEMP1
5537,9077,DIRAS3,ARHI|NOEY2
