,GeneID,Symbol,Synonyms
14428,142913,CFL1P1,CFLP1
14429,142940,TRUB1,PUS4
14430,143098,MPP7,-
14431,143162,FRMPD2,PDZD5C|PDZK4|PDZK5C
14432,143187,VTI1A,MMDS3|MVti1|VTI1RP2|Vti1-rp2
14433,143244,EIF5AL1,EIF5A|EIF5AP1|bA342M3.3|eIF-4D|eIF-5A|eIF-5A-1|eIF-5A1
14434,143279,HECTD2,-
14435,143282,FGFBP3,C10orf13|FGF-BP3
14436,143379,C10orf82,-
14437,143384,CACUL1,C10orf46|CAC1
14438,143425,SYT9,-
14439,143458,LDLRAD3,LRAD3
14440,143570,XRRA1,-
14441,143630,UBQLNL,-
14442,143678,C11orf94,-
14443,143684,FAM76B,-
14444,143686,SESN3,SEST3
14445,143689,PIWIL4,HIWI2|MIWI2
14446,143872,ARHGAP42,AD031|GRAF3|TMEM133
14447,143879,KBTBD3,BKLHD3
14448,143884,CWF19L2,-
14449,143888,POGLUT3,KDELC2
14450,143903,LAYN,-
14451,143941,TTC36,HBP21
14452,144097,SPINDOC,C11orf84|SPIN-DOC
14453,144100,PLEKHA7,-
14454,144108,SPTY2D1,Spt2
14455,144110,TMEM86A,-
14456,144124,OR10A5,JCG6|OR10A1|OR11-403
14457,144132,DNHD1,C11orf47|CCDC35|DHCD1|DNHD1L
14458,144165,PRICKLE1,EPM1B|RILP
14459,144193,AMDHD1,HMFT1272
14460,144195,SLC2A14,GLUT14|SLC2A3P3
14461,144233,BCDIN3D,-
14462,144245,ALG10B,ALG10|KCR1
14463,144321,GLIPR1L2,-
14464,144347,RFLNA,CFM2|FAM101A
14465,144348,ZNF664,ZFOC1|ZNF176
14466,144363,ETFRF1,LYRM5
14467,144402,CPNE8,-
14468,144404,TMEM120B,-
14469,144406,WDR66,CFAP251|CaM-IP4|SPGF33
14470,144423,GLT1D1,-
14471,144448,TSPAN19,-
14472,144453,BEST3,VMD2L3
14473,144455,E2F7,-
14474,144486,CEP83-DT,CCDC41-AS1|CEP83-AS1
14475,144568,A2ML1,CPAMD9|OMS|p170
14476,144577,C12orf66,-
14477,144608,C12orf60,-
14478,144699,FBXL14,Fbl14
14479,144717,PHETA1,FAM109A|IPIP27A|SES1
14480,144809,FAM216B,C13orf30
14481,144811,LACC1,C13orf31|FAMIN
14482,144983,HNRNPA1L2,-
14483,145165,ST13P4,FAM10A4|FAM10A4P
14484,145173,B3GLCT,B3GALTL|B3GTL|B3Glc-T|Gal-T|beta3Glc-T
14485,145200,LINC00239,C14orf72|NCRNA00239
14486,145226,RDH12,LCA13|RP53|SDR7C2
14487,145270,PRIMA1,PRIMA
14488,145282,MIPOL1,CCDC193
14489,145376,PPP1R36,C14orf50
14490,145389,SLC38A6,NAT-1|SNAT6
14491,145407,ARMH4,C14orf37|UT2|c14_5376
14492,145447,ABHD12B,BEM46L3|C14orf29|c14_5314
14493,145482,PTGR2,HEL-S-298|PGR2|ZADH1
14494,145483,FAM161B,C14orf44|c14_5547
14495,145501,ISM2,TAIL1|THSD3
14496,145508,CEP128,C14orf145|C14orf61|LEDP/132
14497,145553,MDP1,FN6PASE|MDP-1
14498,145567,TTC7B,TTC7L1|c14_5685
14499,145581,LRFN5,C14orf146|FIGLER8|SALM5
14500,145741,C2CD4A,FAM148A|NLF1
14501,145748,LYSMD4,-
14502,145773,FAM81A,-
14503,145781,GCOM1,GRINL1A|Gcom2|MYZAP|MYZAP-POLR2M|gcom
14504,145783,LOC145783,-
14505,145814,PGPEP1L,-
14506,145837,DRAIC,-
14507,145853,C15orf61,-
14508,145864,HAPLN3,EXLD1|HsT19883
14509,145873,MESP2,SCDO2|bHLHc6
14510,145957,NRG4,HRG4
14511,145978,LINC00052,NCRNA00052|TMEM83
14512,146050,ZSCAN29,ZNF690|Zfp690
14513,146057,TTBK2,SCA11|TTBK
14514,146059,CDAN1,CDA1|CDAI|CDAN1A|DLT|PRO1295
14515,146167,SLC38A8,FVH2
14516,146177,VWA3A,-
14517,146198,ZFP90,FIK|NK10|ZNF756|zfp-90
14518,146206,CARMIL2,CARMIL2b|IMD58|LRRC16C|RLTPR
14519,146223,CMTM4,CKLFSF4
14520,146225,CMTM2,CKLFSF2
14521,146227,BEAN1,BEAN|SCA31
14522,146279,TEKT5,CT149
14523,146310,RNF151,-
14524,146325,PRR35,C16orf11|LA16c-366D1.2
14525,146330,FBXL16,C16orf22|Fbl16|c380A1.1
14526,146378,C16orf92,-
14527,146395,GSG1L,PRO19651
14528,146429,SLC22A31,-
14529,146433,IL34,C16orf77|IL-34
14530,146434,ZNF597,HIT-4
14531,146439,BICDL2,BICDR-2|BICDR2|CCDC64B
14532,146456,TMED6,PRO34237|SPLL9146|p24g5
14533,146540,ZNF785,ZNF688
14534,146542,ZNF688,-
14535,146547,PRSS36,-
14536,146556,C16orf89,-
14537,146562,C16orf71,-
14538,146664,MGAT5B,GnT-IX|GnT-VB
14539,146691,TOM1L2,-
14540,146705,TEPSIN,C17orf56|ENTHD2
14541,146712,B3GNTL1,3-Gn-T8|B3GNT8|BGnT-8|beta-1|beta3Gn-T8|beta3GnTL1
14542,146713,RBFOX3,FOX-3|FOX3|HRNBP3|NEUN
14543,146723,C17orf77,-
14544,146754,DNAH2,DNAHC2|DNHD3
14545,146760,RTN4RL1,NGRH2|NgR3
14546,146771,TCAM1P,TCAM1
14547,146779,EFCAB3,-
14548,146802,SLC47A2,MATE2|MATE2-B|MATE2-K|MATE2K
14549,146845,CFAP52,WDR16|WDRPUH
14550,146849,CCDC42,CCDC42A
14551,146850,PIK3R6,C17orf38|HsT41028|p84 PIKAP|p87(PIKAP)|p87PIKAP
14552,146852,ODF4,CT134|CT136|OPPO1
14553,146853,C17orf50,-
14554,146861,SLC35G3,AMAC1|TMEM21A
14555,146880,ARHGAP27P1,-
14556,146909,KIF18B,-
14557,146923,RUNDC1,-
14558,146956,EME1,MMS4L|SLX2A
14559,147007,TMEM199,C17orf32|CDG2P|VMA12|VPH2
14560,147011,PROCA1,-
14561,147015,DHRS13,SDR7C5
14562,147040,KCTD11,C17orf36|KCASH1|REN|REN/KCTD11
14563,147081,LINC02210,C17orf69|CRHR1-IT1
14564,147111,NOTUM,hNOTUM
14565,147138,TMC8,EV2|EVER2|EVIN2
14566,147166,TRIM16L,TRIM70
14567,147172,LRRC37BP1,LRRC37B2
14568,147179,WIPF2,WICH|WIRE
14569,147183,KRT25,ARWH3|KRT24IRS1|KRT25A
14570,147184,TMEM99,-
14571,147199,SCGB1C1,RYD5
14572,147276,C18orf15,HsT3231
14573,147339,C18orf25,ARKL1|Ark2N|RNF111L1
14574,147372,CCBE1,HKLLS1
14575,147381,CBLN2,-
14576,147407,SLC25A52,MCART2
14577,147429,AQP4-AS1,C18orf16|CHST9-AS1
14578,147463,ANKRD29,-
14579,147495,APCDD1,B7323|DRAPC1|FP7019|HHS|HTS|HYPT1
14580,147525,LINC00526,C18orf18|HsT959
14581,147645,VSIG10L,-
14582,147650,SPACA6,LET7EH|LINC00085|NCRNA00085|SPACA6P
14583,147657,ZNF480,-
14584,147658,ZNF534,KRBO3
14585,147660,ZNF578,-
14586,147664,ERVV-1,ENVV1|HERV-V1
14587,147685,C19orf18,-
14588,147686,ZNF418,-
14589,147687,ZNF417,-
14590,147694,ZNF548,-
14591,147699,PPM1N,-
14592,147700,KLC3,KLC2|KLC2L|KLCt|KNS2B
14593,147710,IGSF23,-
14594,147727,ILF3-DT,ILF3-AS1
14595,147744,TMEM190,MDAC1
14596,147798,TMC4,-
14597,147804,TPM3P9,-
14598,147807,ZNF524,-
14599,147808,ZNF784,-
14600,147837,ZNF563,-
14601,147841,SPC24,SPBC24
14602,147872,CCDC155,KASH5
14603,147906,DACT3,DAPPER3|RRR1
14604,147912,SIX5,BOR2|DMAHP
14605,147923,ZNF420,APAK
14606,147929,ZNF565,-
14607,147947,ZNF542P,ZNF542
14608,147948,ZNF582,-
14609,147949,ZNF583,-
14610,147965,FAM98C,-
14611,147968,CAPN12,-
14612,147991,DPY19L3,-
14613,148014,TTC9B,-
14614,148022,TICAM1,IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF
14615,148046,CIRBP-AS1,C19orf23
14616,148066,ZNRF4,RNF204|SPERIZIN|Ssrzf1|spzn
14617,148103,ZNF599,-
14618,148109,FAM187B,TMEM162
14619,148113,CILP2,CLIP-2
14620,148137,PROSER3,C19orf55
14621,148156,ZNF558,-
14622,148170,CDC42EP5,Borg3|CEP5
14623,148203,ZNF738,-
14624,148206,ZNF714,-
14625,148213,ZNF681,-
14626,148223,C19orf25,-
14627,148229,ATP8B3,ATPIK
14628,148231,LINC00905,-
14629,148252,DIRAS1,Di-Ras1|GBTS1|RIG
14630,148254,ZNF555,-
14631,148266,ZNF569,ZAP1|ZNF|Zfp74
14632,148268,ZNF570,-
14633,148281,SYT6,sytVI
14634,148304,C1orf74,URLC4
14635,148327,CREB3L4,AIBZIP|ATCE1|CREB3|CREB4|JAL|hJAL
14636,148345,C1orf127,-
14637,148362,BROX,C1orf58
14638,148398,SAMD11,MRS
14639,148413,MRPL20-AS1,-
14640,148418,SAMD13,HSD-41|HSD-42
14641,148423,C1orf52,gm117
14642,148430,LOC148430,-
14643,148479,PHF13,PHF5|SPOC1
14644,148523,CIART,C1orf51|CHRONO|GM129
14645,148534,TLCD4,TMEM56
14646,148641,SLC35F3,-
14647,148645,LINC00337,C1orf211|NCRNA00337
14648,148741,ANKRD35,-
14649,148753,FAM163A,C1orf76|NDSP
14650,148789,B3GALNT2,B3GalNAc-T2|MDDGA11
14651,148808,MFSD4A,MFSD4|UNQ3064
14652,148823,GCSAML,C1orf150
14653,148867,SLC30A7,ZNT7|ZnT-7|ZnTL2
14654,148870,CCDC27,-
14655,148898,ZNF436-AS1,C1orf213
14656,148930,KNCN,Kino|L5
14657,148932,MOB3C,MOB1E|MOBKL2C
14658,148979,GLIS1,-
14659,149018,LELP1,-
14660,149041,RC3H1,RNF198|ROQUIN
14661,149047,MGC27382,-
14662,149069,DCDC2B,-
14663,149076,ZNF362,RN|lin-29
14664,149095,DCST1,-
14665,149111,CNIH3,CNIH-3
14666,149134,LINC01341,-
14667,149175,MANEAL,-
14668,149281,METTL11B,C1orf184|HOMT1B|NTM1B
14669,149297,FAM78B,-
14670,149345,SHISA4,C1orf40|TMEM58
14671,149371,EXOC8,EXO84|Exo84p|SEC84
14672,149420,PDIK1L,CLIK1L|STK35L2
14673,149428,BNIPL,BNIP-S|BNIP-Salpha|BNIP-Sbeta|BNIPL-1|BNIPL-2|BNIPL1|BNIPL2|BNIPS|PP753
14674,149461,CLDN19,HOMG5
14675,149466,C1orf210,TEMP
14676,149473,CCDC24,-
14677,149478,BTBD19,-
14678,149483,CCDC17,-
14679,149499,LRRC71,C1orf92
14680,149501,KRT8P45,-
14681,149563,SRARP,C1orf64|ERRF
14682,149603,RNF187,RACO-1|RACO1
14683,149628,PYHIN1,IFIX
14684,149647,FAM71A,GARI-L4
14685,149685,ADIG,SMAF1
14686,149708,WFDC5,PRG5|WAP1|dJ211D12.5
14687,149837,LINC00654,-
14688,149840,SHLD1,C20orf196|RINN3
14689,149934,NCOR1P1,C20orf191|bB329D4.2
14690,149951,COMMD7,C20orf92|dJ1085F17.3
14691,149986,LSM14B,C20orf40|FAM61B|FT005|LSM13|RAP55B|bA11M20.3
14692,149992,ANKRD30BP2,C21orf99|CT85|CTSP-1|CTSP1
14693,150082,LCA5L,C21orf13
14694,150084,IGSF5,GSF5|JAM4
14695,150094,SIK1,MSK|SIK|SIK-1|SIK1B|SNF1LK
14696,150135,LINC00479,C21orf129|PRED76
14697,150142,ZNF295-AS1,C21orf121|NCRNA00318|PRED87
14698,150147,UMODL1-AS1,C21orf128
14699,150159,SLC9B1,NHA1|NHEDC1
14700,150160,CCT8L2,CESK1
14701,150165,XKR3,XRG3|XTES
14702,150209,AIFM3,AIFL
14703,150223,YDJC,-
14704,150244,ZDHHC8P1,ZDHHC8P
14705,150248,C22orf15,N27C7-3
14706,150274,HSCB,DNAJC20|HSC20|JAC1
14707,150275,CCDC117,dJ366L4.1
14708,150280,HORMAD2,CT46.2
14709,150290,DUSP18,DSP18|DUSP20|LMWDSP20
14710,150297,C22orf42,dJ90G24.6
14711,150353,DNAJB7,DJ5|HSC3
14712,150356,CHADL,SLRR4B
14713,150365,MEI1,HYDM3|SPATA38
14714,150368,PHETA2,FAM109B|IPIP27B|Ses2
14715,150372,NFAM1,CNAIP
14716,150379,PNPLA5,GS2L|dJ388M5|dJ388M5.4
14717,150383,CDPF1,C22orf40
14718,150465,TTL,-
14719,150483,TEKT4,-
14720,150538,SATB2-AS1,-
14721,150568,LINC01102,-
14722,150572,SMYD1,BOP|KMT3D|ZMYND18|ZMYND22
14723,150590,C2orf15,-
14724,150622,SILC1,LINC01105
14725,150677,OTOS,OTOSP
14726,150678,COPS9,CSNAP|MYEOV2
14727,150684,COMMD1,C2orf5|MURR1
14728,150696,PROM2,PROML2
14729,150709,ANKAR,-
14730,150726,FBXO41,FBX41
14731,150737,TTC30B,IFT70|IFT70B|fleer
14732,150759,LINC00342,NCRNA00342
14733,150763,GPAT2,CT123
14734,150771,ITPRIPL1,KIAA1754L
14735,150776,SMPD4BP,-
14736,150786,RAB6D,RAB6CL|WTH3DI
14737,150864,FAM117B,ALS2CR13
14738,150921,TCF23,OUT|TCF-23|bHLHa24
14739,150946,GAREM2,FAM59B|GAREML
14740,150962,PUS10,CCDC139|DOBI
14741,151009,LINC01106,-
14742,151011,SEPTIN10,SEPT10
14743,151050,KANSL1L,C2orf67|MSL1v2
14744,151056,PLB1,PLB|PLB/LIP
14745,151126,ZNF385B,ZNF533
14746,151174,LINC02610,-
14747,151188,ARL6IP6,AIP-6|AIP6|PFAAP1
14748,151194,METTL21A,FAM119A|HCA557b|HSPA-KMT
14749,151195,CCNYL1,-
14750,151230,KLHL23,DITHP
14751,151242,PPP1R1C,IPP5
14752,151246,SGO2,SGOL2|TRIPIN
14753,151254,C2CD6,ALS2CR11
14754,151258,SLC38A11,AVT2
14755,151295,SLC23A3,E2BP3|SVCT3|Yspl1
14756,151300,LINC00608,-
14757,151306,GPBAR1,BG37|GPCR19|GPR131|M-BAR|TGR5
14758,151313,FAHD2B,-
14759,151325,MYADML,-
14760,151354,LRATD1,FAM84A|NSE1|PP11517
14761,151393,RMDN2,BLOCK18|FAM82A|FAM82A1|PRO34163|PYST9371|RMD-2|RMD2|RMD4
14762,151449,GDF7,BMP12
14763,151473,SLC16A14,MCT14
14764,151477,LINC00471,C2orf52
14765,151507,MSL3P1,MSL3L2
14766,151516,ASPRV1,MUNO|SASP|SASPase|Taps
14767,151525,WDSUB1,UBOX6|WDSAM1
14768,151531,UPP2,UDRPASE2|UP2|UPASE2
14769,151534,LBX2-AS1,-
14770,151556,GPR155,DEP.7|DEPDC3|PGR22
14771,151613,TTC14,DRDL5813|PRO19630
14772,151636,DTX3L,BBAP|RNF143
14773,151647,TAFA4,FAM19A4|TAFA-4
14774,151651,EFHB,CFAP21
14775,151742,PPM1L,PP2C-epsilon|PP2CE|PPM1-LIKE
14776,151790,WDR49,-
14777,151827,LRRC34,-
14778,151871,DPPA2,CT100|ECAT15-2|PESCRG1
14779,151887,CCDC80,CL2|DRO1|LINC01279|SSG1|URB|okuribin
14780,151903,CCDC12,-
14781,151987,PPP4R2,PP4R2
14782,152002,XXYLT1,C3orf21
14783,152006,RNF38,-
14784,152007,GLIPR2,C9orf19|GAPR-1|GAPR1
14785,152015,ROPN1B,-
14786,152065,C3orf22,-
14787,152078,SLC66A1L,C3orf55|PQLC2L|SLC66A2L
14788,152098,ZCWPW2,ZCW2
14789,152100,CMC1,C3orf68
14790,152110,NEK10,-
14791,152118,LINC02877,C3orf79
14792,152137,CCDC50,C3orf6|DFNA44|YMER
14793,152138,PYDC2,POP2|cPOP2
14794,152185,SPICE1,CCDC52|SPICE
14795,152189,CMTM8,CKLFSF8|CKLFSF8-V2
14796,152206,CCDC13,-
14797,152217,NCBP2AS2,HIAR|KRASIM|NCBP2-AS2
14798,152273,FGD5,ZFYVE23
14799,152302,CIDECP1,CICE|CIDECP
14800,152330,CNTN4,AXCAM|BIG-2
14801,152404,IGSF11,BT-IgSF|CT119|CXADRL1|Igsf13|VSIG3
14802,152485,ZNF827,-
14803,152503,SH3D19,EBP|EVE1|Eve-1|Kryn|SH3P19
14804,152518,NFXL1,CDZFP|HOZFP|OZFP|URCC5
14805,152519,NIPAL1,NPAL1
14806,152559,PAQR3,RKTG
14807,152573,SHISA3,hShisa3
14808,152579,SCFD2,STXBP1L1
14809,152641,WWC2-AS2,C4orf38
14810,152687,ZNF595,-
14811,152756,FAM218A,C4orf39|TRIM61-AS1
14812,152789,JAKMIP1,Gababrbp|JAMIP1|MARLIN1
14813,152815,THAP6,-
14814,152816,ODAPH,AI2A4|C4orf26
14815,152831,KLB,BKL
14816,152877,FAM53A,DNTNP
14817,152926,PPM1K,BDP|MSUDMV|PP2Ckappa|PP2Cm|PTMP|UG0882E07
14818,152940,C4orf45,-
14819,152992,TRMT44,C4orf23|METTL19|TRM44
14820,153020,RASGEF1B,GPIG4
14821,153090,DAB2IP,AF9Q34|AIP-1|AIP1|DIP1/2
14822,153129,SLC38A9,URLC11
14823,153222,CREBRF,C5orf41|LRF
14824,153241,CEP120,CCDC100|JBTS31|SRTD13
14825,153328,SLC25A48,-
14826,153339,TMEM167A,TMEM167
14827,153364,MBLAC2,-
14828,153396,TMEM161B,FLB3342|PRO1313
14829,153443,SRFBP1,BUD22|P49|Rlb1|STRAP|p49/STRAP
14830,153478,PLEKHG4B,-
14831,153527,ZMAT2,Ptg-12|Snu23
14832,153562,MARVELD2,DFNB49|MARVD2|MRVLDC2|Tric
14833,153571,C5orf38,CEI|IRX2NB
14834,153572,IRX2,IRXA2
14835,153579,BTNL9,BTN3|BTN8|VDLS1900
14836,153642,ARSK,TSULF
14837,153643,FAM81B,-
14838,153657,TTC23L,MC25-1
14839,153733,CCDC112,MBC1
14840,153743,PPP1R2B,PPP1R2P3
14841,153768,PRELID2,-
14842,153769,SH3RF2,HEPP1|POSHER|PPP1R39|RNF158
14843,153770,PLAC8L1,-
14844,153830,RNF145,-
14845,154007,SNRNP48,C6orf151|dJ336K20B.1|dJ512B11.2
14846,154043,CNKSR3,CNK3|CNK3/IPCEF1|MAGI1
14847,154075,SAMD3,-
14848,154091,SLC2A12,GLUT12|GLUT8
14849,154141,MBOAT1,LPEAT1|LPLAT|LPLAT 1|LPSAT|OACT1|dJ434O11.1
14850,154150,HDGFL1,HRP-1|Hdgfrp1|PWWP1|dJ309H15.1
14851,154197,PNLDC1,HsPNLDC1
14852,154214,RNF217,C6orf172|IBRDC1|OSTL|dJ84N20.1
14853,154215,NKAIN2,FAM77B|NKAIP2|TCBA|TCBA1
14854,154288,KHDC3L,C6orf221|ECAT1|HYDM2
14855,154467,CCDC167,C6orf129|HSPC265
14856,154661,RUNDC3B,RPIB9|RPIP9
14857,154743,BMT2,C7orf60|SAMTOR
14858,154754,PRSS3P2,T6|TRY6
14859,154790,CLEC2L,-
14860,154791,FMC1,C7orf55|HSPC268
14861,154796,AMOT,-
14862,154807,VKORC1L1,-
14863,154810,AMOTL1,JEAP
14864,154822,LINC00689,-
14865,154865,IQUB,-
14866,154881,KCTD7,CLN14|EPM3
14867,155006,TMEM213,-
14868,155038,GIMAP8,IAN-9|IAN6|IAN9|IANT
14869,155051,CRYGN,-
14870,155054,ZNF425,-
14871,155060,LOC155060,-
14872,155061,ZNF746,PARIS
14873,155066,ATP6V0E2,ATP6V0E2L|C7orf32
14874,155185,AMZ1,-
14875,155368,METTL27,WBSCR27
14876,155370,SBDSP1,SBDSP
14877,155382,VPS37D,WBSCR24
14878,155400,NSUN5P1,NSUN5B|WBSCR20B
14879,155435,RBM33,PRR8
14880,157285,PRAG1,NACK|PEAK2|PRAGMIN|SGK223
14881,157310,PEBP4,CORK-1|CORK1|GWTM1933|HEL-S-300|PEBP-4|PRO4408|hPEBP4
14882,157313,CDCA2,PPP1R81|Repo-Man
14883,157376,FER1L6-AS2,C8orf78
14884,157378,TMEM65,-
14885,157506,RDH10,SDR16C4
14886,157556,BAALC-AS2,BAALCOS|C8orf56
14887,157567,ANKRD46,ANK-S|GENX-115279
14888,157570,ESCO2,2410004I17Rik|EFO2|EFO2p|RBS|hEFO2
14889,157574,FBXO16,FBX16
14890,157627,LINC00599,Rncr3
14891,157638,LRATD2,BCMP101|FAM84B|NSE2
14892,157657,C8orf37,BBS21|CORD16|RP64|smalltalk
14893,157680,VPS13B,CHS1|COH1
14894,157695,TDRP,C8orf42|Inm01|TDRP1|TDRP2
14895,157697,ERICH1,HSPC319
14896,157739,TDH,SDR14E1P
14897,157753,TMEM74,NET36
14898,157769,FAM91A1,-
14899,157773,C8orf48,-
14900,157777,MCMDC2,C8orf45
14901,157807,CLVS1,C6orf212L|CRALBPL|RLBP1L1
14902,157848,NKX6-3,NKX6.3
14903,157869,SBSPON,C8orf84|RPESP
14904,157922,CAMSAP1,-
14905,157927,C9orf62,-
14906,158038,LINGO2,LERN3|LRRN6C
14907,158046,NXNL2,C9orf121|RDCVF2|RdCVF2L
14908,158055,C9orf163,-
14909,158056,MAMDC4,AEGP
14910,158062,LCN6,LCN5|UNQ643|hLcn5
14911,158067,AK8,AK 8|C9orf98|DDX31
14912,158135,TTLL11,C9orf20|bA244O19.1
14913,158158,RASEF,RAB45
14914,158160,HSD17B7P2,HSD17B7|Hsd17b_2|bA291L22.1
14915,158219,TTC39B,C9orf52
14916,158228,FAM201A,C9orf122
14917,158234,TRMT10B,RG9MTD3|bA3J10.9
14918,158248,TTC16,-
14919,158293,FAM120AOS,C9orf10OS
14920,158314,LINC00475,C9orf44
14921,158326,FREM1,BNAR|C9orf143|C9orf145|C9orf154|MOTA|TILRR|TRIGNO2
14922,158358,KIAA2026,-
14923,158399,ZNF483,ZKSCAN16|ZSCAN48
14924,158405,KIAA1958,-
14925,158427,TSTD2,C9orf97
14926,158431,ZNF782,-
14927,158471,PRUNE2,BMCC1|BNIPXL|C9orf65|KIAA0367
14928,158511,CSAG1,CSAGE|CT24.1
14929,158572,USP27X-AS1,-
14930,158584,FAAH2,AMDD
14931,158586,ZXDB,ZNF905|dJ83L6.1
14932,158747,MOSPD2,-
14933,158763,ARHGAP36,-
14934,158787,RIBC1,2610028I09Rik
14935,158798,AKAP14,AKAP28|PRKA14
14936,158800,RHOXF1,OTEX|PEPP1
14937,158801,NKAPP1,CXorf42
14938,158866,ZDHHC15,DHHC15|MRX91
14939,158880,USP51,-
14940,158931,TCEAL6,Tceal3|WEX2
14941,159013,CXorf38,-
14942,159090,FAM122B,SPACIA2
14943,159091,FAM122C,-
14944,159195,USP54,C10orf29|bA137L10.3|bA137L10.4
14945,159296,NKX2-3,CSX3|NK2.3|NKX2.3|NKX2C|NKX4-3
14946,159371,SLC35G1,C10orf60|POST|TMEM20
14947,159686,CFAP58,C10orf80|CCDC147|bA127L20.4|bA127L20.5|bA554P13.1
14948,159963,SLC5A12,SMCT2
14949,159989,DEUP1,CCDC67
14950,160065,PATE1,PATE
14951,160140,C11orf65,-
14952,160287,LDHAL6A,LDH6A
14953,160298,C11orf42,-
14954,160335,TMTC2,IBDBP1
14955,160364,CLEC12A,CD371|CLL-1|CLL1|DCAL-2|MICL
14956,160418,TMTC3,LIS8|SMILE
14957,160428,ALDH1L2,mtFDH
14958,160518,DENND5B,-
14959,160622,GRASP,TAMALIN
14960,160728,SLC5A8,AIT|SMCT|SMCT1
14961,160760,PPTC7,TA-PP2C|TAPP2C
14962,160777,CCDC60,-
14963,160851,DGKH,DGKeta
14964,160857,CCDC122,-
14965,160897,GPR180,ITR
14966,161003,STOML3,Epb7.2l|SRO
14967,161142,FAM71D,C14orf54
14968,161145,TMEM229B,C14orf83
14969,161176,SYNE3,C14orf139|C14orf49|KASH3|LINC00341|NCRNA00341|NET53|Nesp3
14970,161198,CLEC14A,C14orf27|CEG1|EGFR-5
14971,161247,FITM1,FIT1
14972,161253,REM2,-
14973,161291,TMEM30B,CDC50B
14974,161357,MDGA2,MAMDC1|c14_5286
14975,161394,SAMD15,C14orf174|FAM15A
14976,161424,NOP9,C14orf21
14977,161436,EML5,EMAP-2|EMAP-5
14978,161497,STRC,DFNB16
14979,161502,CFAP161,C15orf26
14980,161582,DNAAF4,CILD25|DYX1|DYX1C1|DYXC1|EKN1|RD
14981,161635,CSNK1A1P1,CSNK1A1P
14982,161725,OTUD7A,C15orf16|C16ORF15|CEZANNE2|OTUD7
14983,161742,SPRED1,LGSS|NFLS|PPP1R147|hSpred1|spred-1
14984,161753,ODF3L1,-
14985,161779,PGBD4,-
14986,161823,ADAL,HsMAPDA
14987,161829,EXD1,EXDL1
14988,161835,FSIP1,HSD10
14989,161882,ZFPM1,FOG|FOG1|ZC2HC11A|ZNF408|ZNF89A
14990,161931,ADAD2,TENRL
14991,162073,ITPRIPL2,-
14992,162083,C16orf82,TNT
14993,162137,LOC162137,-
14994,162239,ZFP1,ZNF475
14995,162282,ANKFN1,-
14996,162333,MARCHF10,MARCH-X|MARCH10|RNF190
14997,162387,MFSD6L,-
14998,162394,SLFN5,-
14999,162417,NAGS,AGAS|ARGA
15000,162427,RETREG3,FAM134C
15001,162466,PHOSPHO1,-
15002,162494,RHBDL3,RHBDL4|VRHO
15003,162514,TRPV3,FNEPPK2|OLMS|VRL3
15004,162515,SLC16A11,MCT 11|MCT11
15005,162540,SPPL2C,IMP5
15006,162632,USP32P1,-
15007,162655,ZNF519,HsT2362
15008,162681,C18orf54,LAS2
15009,162699,ELOA3,ELOA3A|HsT829|TCEB3C|TCEB3L2
15010,162962,ZNF836,-
15011,162963,ZNF610,-
15012,162966,ZNF600,KR-ZNF1
15013,162967,ZNF320,ZFPL
15014,162968,ZNF497,-
15015,162972,ZNF550,-
15016,162979,ZNF296,ZFP296|ZNF342
15017,162989,DEDD2,FLAME-3|FLAME3
15018,162993,ZNF846,-
15019,163033,ZNF579,-
15020,163049,ZNF791,-
15021,163050,ZNF564,-
15022,163051,ZNF709,-
15023,163059,ZNF433,-
15024,163071,ZNF114,-
15025,163081,ZNF567,-
15026,163087,ZNF383,HSD17|Zfp383
15027,163115,ZNF781,-
15028,163126,EID2,CRI2|EID-2
15029,163131,ZNF780B,ZNF779
15030,163154,PRR22,-
15031,163175,LGI4,AMCNMY|LGIL3
15032,163183,SYNE4,C19orf46|DFNB76|KASH4|Nesp4
15033,163223,ZNF676,-
15034,163227,ZNF100,-
15035,163255,ZNF540,Nbla10512
15036,163259,DENND2C,dJ1156J9.1
15037,163351,GBP6,-
15038,163404,PLPPR5,LPPR5|PAP2|PAP2D|PRG5
15039,163486,DENND1B,C1ORF18|C1orf218|FAM31B
15040,163589,TDRD5,TUDOR3
15041,163590,TOR1AIP2,IFRG15|LULL1|NET9
15042,163688,CALML6,CAGLP
15043,163702,IFNLR1,CRF2/12|IFNLR|IL-28R1|IL28RA|LICR2
15044,163720,CYP4Z2P,-
15045,163732,CITED4,-
15046,163747,LEXM,C1orf177|LEM
15047,163778,SPRR4,-
15048,163782,KANK4,ANKRD38|dJ1078M7.1
15049,163786,SASS6,MCPH14|SAS-6|SAS6
15050,163859,SDE2,C1orf55|dJ671D7.1
15051,163882,CNST,C1orf71|PPP1R64
15052,163933,FAM43B,-
15053,164045,HFM1,MER3|POF9|SEC63D1|Si-11|Si-11-6|helicase
15054,164091,PAQR7,MPRA|PGLP|mSR
15055,164118,TTC24,-
15056,164127,CCDC185,C1orf65
15057,164153,UBL4B,-
15058,164284,APCDD1L,-
15059,164395,TTLL9,C20orf125
15060,164592,CCDC116,-
15061,164633,CABP7,CALN2
15062,164656,TMPRSS6,IRIDA|MT2
