,w,w_zscore,pv
ANK1,-1.534932117828493e-05,-1.8613318186751977,0.007000000000000006
ANK2,2.2917954203066815e-06,0.30870702447127313,0.688
ANK3,-1.4100383833745843e-05,-1.7076996755418996,0.0010000000000000009
ANPEP,-6.277249867372383e-06,-0.7453737089687716,0.30500000000000005
SLC25A4,-1.0612708937482811e-05,-1.2786797801821101,0.20999999999999996
SLC25A5,-1.4108206427411154e-05,-1.7086619350458832,0.03500000000000003
SLC25A6,-3.1230710307286147e-06,-0.3573772601332159,0.642
ANXA1,2.495178063656865e-06,0.3337251821159507,0.839
ANXA2,6.971315198170705e-06,0.8843361026242844,0.44499999999999995
ANXA2P1,2.7448365306759697e-06,0.3644357421830562,0.718
ANXA2P3,-9.740516021387738e-06,-1.1713910779015186,0.07999999999999996
ANXA3,-1.5130162072283883e-05,-1.8343729938075306,0.06000000000000005
ANXA4,-4.0281741777114734e-06,-0.46871425941157896,0.5740000000000001
ANXA5,-9.848853770306085e-06,-1.1847177356568803,0.050000000000000044
ANXA6,-1.4645770515444359e-05,-1.7747878486292554,0.013000000000000012
ANXA7,-2.1356065735187056e-06,-0.23590897231842284,0.7110000000000001
ANXA11,1.0296460921357284e-05,1.2933632375060586,0.30000000000000004
ANXA13,-9.365061761460722e-06,-1.125206341050367,0.15600000000000003
AOAH,1.2752451230642894e-05,1.5954753141286109,0.008000000000000007
AOC2,5.913331850055965e-06,0.7541932656910241,0.32499999999999996
AOX1,6.906248676225954e-06,0.8763322509848805,0.31000000000000005
APAF1,1.1727097567100317e-05,1.4693462641098856,0.038000000000000034
NUDT2,8.308302120138444e-06,1.0487992496838339,0.08499999999999996
APBA1,1.4671661329364007e-05,1.831557902161405,0.07999999999999996
APBA2,-9.742605963618028e-06,-1.1716481622983206,0.14600000000000002
APBB1,-7.261601119361201e-07,-0.06253255638261174,0.874
APBB2,-7.621323684236639e-06,-0.9107086170144691,0.32899999999999996
APC,5.731841541926226e-06,0.7318680905188585,0.346
APCS,-1.5289881137911136e-06,-0.16128866054724775,0.819
AIRE,-4.67533132365227e-06,-0.5483212466713001,0.516
APEH,2.7907020546460484e-06,0.37007767352113724,0.726
APEX1,5.7254590077183955e-06,0.7310829731442695,0.473
BIRC2,-6.616438141815545e-08,0.018653708870527388,0.992
BIRC3,1.2298803630697508e-05,1.5396719919590693,0.018000000000000016
XIAP,1.0331104127178022e-05,1.2976247082503833,0.23199999999999998
BIRC5,6.917150892193166e-07,0.11188068124017317,0.9339999999999999
APLP1,3.344331780674811e-06,0.4381798258700916,0.544
APLP2,-3.764440868901787e-06,-0.43627234899451084,0.502
APOA1,2.9276020528578152e-06,0.3869177818037351,0.46699999999999997
APOA4,-5.0693800825563495e-06,-0.596793298207073,0.42700000000000005
APOC1,1.4119862659796598e-05,1.7636809885961142,0.132
AQP8,-1.6555072662819112e-06,-0.1768518180023105,0.876
APOC2,1.5100922992522779e-05,1.88436150321025,0.09999999999999998
APOC4,7.215724624792998e-06,0.9144009767175646,0.16400000000000003
APOD,-4.2185016052466485e-06,-0.49212649119176277,0.497
APOE,1.5155771240818305e-05,1.8911084020595745,0.03300000000000003
APP,2.5623706548141307e-06,0.3419905621426644,0.604
APRT,1.1235342066081176e-05,1.4088552780332058,0.026000000000000023
KLK3,-2.4285018601181498e-06,-0.2719381060381135,0.724
FAS,8.855762436858339e-06,1.1161425012135182,0.15400000000000003
SHROOM2,-1.4096849740052123e-05,-1.7072649456568705,0.007000000000000006
AQP1,7.5558590327477425e-06,0.9562410083860449,0.271
AQP2,9.730029087543034e-07,0.14648197708692404,0.856
AQP3,1.1429634553660046e-05,1.4327552529934848,0.07499999999999996
AQP4,1.2539137922810063e-05,1.5692355825804243,0.06699999999999995
AQP5,6.074878153444e-06,0.7740651230850593,0.397
AQP6,-5.091621796527471e-06,-0.5995292578605192,0.477
AQP7,-5.423352147364641e-06,-0.6403355040379712,0.29100000000000004
AQP9,1.6959255062901572e-06,0.23540889440951512,0.79
AR,-1.5361341271095412e-05,-1.8628104137602193,0.10299999999999998
ABCC6,9.90801454494436e-06,1.2455803366570932,0.03200000000000003
ARAF,-9.811279419344494e-08,0.014723725396307275,0.986
ARCN1,-3.217339566400134e-06,-0.3689732599074063,0.706
TRIM23,-1.0940794123993747e-05,-1.3190376336439782,0.127
AREG,7.507586212232469e-07,0.11914364314901964,0.88
ARF1,4.68575989825757e-06,0.6031892856837542,0.477
ARF3,1.0811048936891677e-05,1.356662857781594,0.019000000000000017
ARF4,6.494118139559256e-06,0.8256359547490212,0.21499999999999997
ARL4D,-8.233306466040915e-06,-0.9859887955921751,0.348
ARF5,-9.127918579067146e-07,-0.0854901813071456,0.885
ARF6,-8.521111353274837e-06,-1.0213917578170755,0.16900000000000004
ARG1,-4.441720654911579e-06,-0.5195847309010232,0.496
ARG2,8.616545198922717e-06,1.0867163197487941,0.06399999999999995
RHOA,9.407917640564165e-06,1.1840632721460538,0.274
RHOB,-2.008816298615879e-06,-0.22031246401722387,0.761
RHOC,1.3728445829201713e-05,1.7155326913210995,0.08499999999999996
RND3,4.737035197332256e-06,0.6094966750184465,0.29500000000000004
RHOG,-8.965750335579756e-06,-1.076086927331222,0.237
ARHGAP1,4.6725632523840965e-06,0.6015659624669589,0.31399999999999995
ARHGAP4,1.1962985238849875e-05,1.4983628746773137,0.018000000000000016
ARHGAP5,8.859663866432512e-07,0.13577558938760806,0.883
ARHGAP6,1.2832905179248573e-05,1.6053719775616258,0.18200000000000005
ARHGDIA,1.4951546584024116e-05,1.8659866680981863,0.014000000000000012
ARHGDIB,6.202940315304174e-06,0.7898180865678852,0.45499999999999996
ARHGDIG,6.214050312544056e-06,0.7911847305341587,0.5640000000000001
ARL1,3.4088909137414097e-06,0.4461212634571866,0.41700000000000004
PHOX2A,-3.000253968590506e-06,-0.34226949788067756,0.612
ARL2,-7.894749783969623e-06,-0.9443428404398722,0.364
ARL3,-2.3375681955337803e-07,-0.001961885303374826,0.946
ARNT,-1.0147585640128685e-05,-1.2214648291630008,0.08699999999999997
ARNTL,-1.251857769597787e-05,-1.5131212461040464,0.017000000000000015
ARRB1,1.0882789204254006e-05,1.365487648770527,0.15100000000000002
ARRB2,1.1087609871286206e-05,1.3906826981232718,0.05400000000000005
ARSA,-2.5310377851071265e-06,-0.2845510797578041,0.6890000000000001
ARSB,6.704036747732538e-06,0.8514581033125443,0.31599999999999995
STS,-1.274652570623349e-05,-1.5411611966201118,0.0030000000000000027
ARSD,1.0303389577780316e-05,1.2942155335319234,0.20199999999999996
ARSL,-2.087341110081974e-06,-0.22997182373404493,0.879
ARSF,5.16923843355151e-06,0.6626621198182541,0.48
ART3,-9.830155378759852e-06,-1.1824176411173473,0.133
ARVCF,1.0225824293942767e-05,1.284674205585562,0.123
ASAH1,5.470439002450047e-06,0.6997128887100499,0.43200000000000005
ASCL1,-4.975523614719669e-06,-0.5852479870161486,0.32299999999999995
ASCL2,1.3692838306146628e-05,1.7111525996355235,0.0
ASGR1,-9.971096712145265e-06,-1.1997548752057847,0.259
ASGR2,-7.118867108042021e-06,-0.8489012885926529,0.39
ASIP,1.4237687646715761e-05,1.7781746742355038,0.025000000000000022
ASL,4.6386902745312525e-06,0.5973992376872146,0.795
ASMT,-1.1452979393261954e-05,-1.3820416914079963,0.040000000000000036
GET3,-8.860841238076092e-07,-0.08220485522908355,0.862
ASNS,-6.65609734003417e-06,-0.7919758458975408,0.40700000000000003
ASPA,-8.672876128020823e-06,-1.0400603865503868,0.19399999999999995
ASPH,7.807842304256527e-06,0.9872375433242493,0.17000000000000004
ASS1,8.641472153260448e-06,1.0897825915945645,0.15600000000000003
ASTN1,1.4095398573113832e-05,1.7606716542341416,0.19099999999999995
ZFHX3,1.0178053736359066e-05,1.2787979355129708,0.06599999999999995
ATF1,3.4188659034277576e-06,0.4473482898167929,0.622
ATF3,-9.794259609853353e-07,-0.09368686155415312,0.879
ATF4,-1.0062272442573055e-05,-1.2109704281145135,0.16800000000000004
ATIC,2.2560184982606287e-06,0.304306094966938,0.718
RERE,-8.475077359900213e-06,-1.0157291030089293,0.42400000000000004
ATOX1,1.1458227203079185e-05,1.4362724430489575,0.0010000000000000009
ATP1A1,-1.602325465910004e-05,-1.944232570614134,0.051000000000000045
ATP1A2,-1.0219533764537026e-06,-0.09891817120222568,0.847
ATP1A3,-1.4910342409089678e-05,-1.807332913608929,0.017000000000000015
ATP1A4,-1.3279929902112809e-05,-1.6067754006692954,0.08599999999999997
ATP1B1,-1.2035578508343361e-05,-1.4537073766634492,0.07999999999999996
ATP1B2,1.1289557378020737e-05,1.4155243191987485,0.07999999999999996
ATP1B3,-1.5531323836384375e-05,-1.8837200181649756,0.0
FXYD2,6.419054750313434e-06,0.8164023855783111,0.45299999999999996
ATP2A1,-1.2408419271840567e-05,-1.499570626564644,0.05700000000000005
ATP2A2,-1.347732643805293e-05,-1.6310572055141666,0.0050000000000000044
ATP2A3,2.9962273694271188e-06,0.39535940179679724,0.812
ATP2B1,-9.225907171918393e-06,-1.108088894837633,0.08499999999999996
ATP2B2,-1.430936282651354e-05,-1.7334062417432552,0.0020000000000000018
ATP2B3,-1.3440521572639472e-05,-1.6265298283995933,0.0030000000000000027
ATP2B4,1.296443920195396e-05,1.6215520156488288,0.007000000000000006
ATP4A,-1.39772417135135e-05,-1.692551927799394,0.0020000000000000018
ATP4B,2.782550912046559e-06,0.36907499911795744,0.522
ATP5F1A,-1.0665320326555403e-05,-1.2851515223329746,0.23399999999999999
ALDH7A1,1.2652836568756895e-05,1.5832216858261499,0.134
ATP5F1B,-1.029343865641698e-05,-1.2394062507825905,0.257
ATP5F1C,-4.217782736042216e-06,-0.49203806288349544,0.6699999999999999
ATP5F1D,-7.908870966579038e-06,-0.9460798911873312,0.345
ATP5F1E,-6.505985242903647e-07,-0.053237703682970455,0.875
ATP5PB,-3.62457954856919e-06,-0.4190679676233386,0.631
ATP5MC1,1.0589823751975067e-05,1.3294498839503552,0.03700000000000003
ATP5MC2,-9.229251860493923e-06,-1.1085003259444208,0.29100000000000004
ATP5MC3,-1.4487035960761426e-05,-1.7552618652547665,0.08699999999999997
ATP5ME,1.0283032271277716e-05,1.2917113753849268,0.04700000000000004
ATP5PF,-3.135375584035494e-07,-0.011775737010109663,0.958
ATP6V1A,-1.7434621827881334e-06,-0.18767117766117952,0.752
ATP6V1B1,-6.8215307338163545e-06,-0.8123258554025824,0.268
ATP6V1B2,-7.002623603969673e-06,-0.8346021416145876,0.396
ATP6V0C,5.797607250312885e-07,0.0981091425969116,0.905
ATP6V1C1,9.599382574018979e-06,1.2076154288576404,0.04300000000000004
ATP6V1E1,-5.227409325149313e-07,-0.037509904425297266,0.943
ATP6V0B,5.806340120154389e-06,0.7410321821233098,0.45599999999999996
ATP6V1G2,-1.1821257379624379e-05,-1.4273436727772497,0.14500000000000002
ATP6V0A1,-9.728975889904688e-06,-1.1699715229978773,0.13
ATP6AP1,9.452826536986328e-07,0.14307210051383143,0.847
ATP7A,-4.643222981937081e-06,-0.5443715902920354,0.5489999999999999
ATP5PO,-8.160072876450903e-06,-0.976980310605116,0.28600000000000003
ATP7B,1.0057093746917093e-05,1.2639186123086434,0.256
ATR,-5.017351598254649e-06,-0.5903932593402736,0.42200000000000004
ATRX,4.906684900105454e-06,0.6303653339090909,0.44799999999999995
KIF1A,-1.7531335963109084e-06,-0.1888608610293077,0.503
AUH,-1.3909001288168194e-05,-1.6841576533868563,0.0020000000000000018
AUP1,-1.4184206962535095e-06,-0.14768773061165905,0.795
AVP,-3.5775957394490277e-07,-0.017215499902137995,0.9410000000000001
AVPR1A,8.9093683360052e-06,1.1227365783355845,0.29100000000000004
AVPR2,2.043326340764181e-06,0.2781427713008631,0.731
AXL,8.528435521100605e-06,1.075877922855801,0.238
AZGP1,-1.1716846507595148e-05,-1.4145000612811207,0.07299999999999995
AZU1,6.677000470573005e-06,0.8481323630578178,0.395
B2M,-2.317348400929265e-06,-0.2582650869498982,0.655
BAAT,-5.530208410819738e-06,-0.6534799238390153,0.41600000000000004
BACH1,-6.541906124526342e-06,-0.777929151527986,0.358
BAD,5.779641183621217e-06,0.7377479382363717,0.488
BAG1,-3.7986682886285818e-06,-0.4404826737714443,0.469
BAGE,-1.312630908229489e-06,-0.13467449826112385,0.793
ADGRB1,2.74975273338915e-06,0.36504048569737746,0.702
ADGRB2,8.675153809645952e-06,1.0939257818654056,0.06599999999999995
ADGRB3,1.2071581274256195e-05,1.5117213043280897,0.008000000000000007
BAK1,-1.3826676044592404e-05,-1.6740308014196048,0.0010000000000000009
BARD1,-6.034161975559462e-07,-0.047433792056883785,0.91
BAX,-7.688557725491024e-06,-0.91897909582959,0.372
BBS1,-1.1581430747309691e-05,-1.397842529534116,0.014000000000000012
BBS2,-3.3628837024429775e-06,-0.38687668607887554,0.639
BBS4,1.3564250059330499e-05,1.6953349222904635,0.050000000000000044
BCAT1,-1.5374060430323067e-05,-1.8643750012069336,0.052000000000000046
BCAT2,-1.1784209492452673e-05,-1.4227864014860705,0.026000000000000023
BCHE,1.5219723321571151e-05,1.8989751659663896,0.0
BCKDHA,-6.266600884920093e-06,-0.7440637745645458,0.31999999999999995
BCKDHB,2.22070204461282e-06,0.29996180781313925,0.5489999999999999
CCND1,1.1258446467717548e-06,0.16528308338301675,0.832
BCL2,1.4605433015501975e-06,0.2064544614847905,0.865
BCL2A1,1.2020260966384926e-05,1.5054083784483423,0.008000000000000007
BCL2L1,-1.4721228649564e-06,-0.15429364987959138,0.744
BCL2L2,-1.2577727863320061e-05,-1.520397325256622,0.0020000000000000018
BCL3,-1.4208131325877516e-05,-1.7209537256396137,0.019000000000000017
BCL6,4.251271848840058e-06,0.5497427853531449,0.5609999999999999
BCL7A,-6.925845057751875e-06,-0.8251575904898453,0.274
BCL9,5.129642643936667e-06,0.6577914303123458,0.392
HCN2,-6.065282925487824e-06,-0.7192995942843766,0.28700000000000003
OPN1SW,9.35222357404611e-06,1.177212328953115,0.16400000000000003
BCR,1.4017124788803848e-05,1.7510431734402276,0.05700000000000005
BCS1L,9.459543484586276e-06,1.190413782115879,0.08099999999999996
BDH1,-1.4098996571978558e-05,-1.7075290280716109,0.018000000000000016
BDKRB1,-2.780984112929564e-06,-0.3152970496653899,0.938
BDKRB2,1.0157347218278341e-05,1.2762508207489838,0.256
BDNF,1.3478584594081356e-05,1.6847971886913502,0.08099999999999996
CFB,-8.953318306415775e-06,-1.0745576598364919,0.31399999999999995
BFSP1,1.2210719167197226e-05,1.52883669668708,0.06299999999999994
BGLAP,3.6010058249609892e-06,0.4697533741211684,0.44099999999999995
BGN,1.1557913210133016e-06,0.16896683242259844,0.821
CEACAM1,1.343622049897157e-05,1.6795859691277129,0.03300000000000003
BHMT,9.265187408687175e-06,1.1665059851379798,0.21199999999999997
BICD1,-1.133906869908508e-05,-1.3680295040483068,0.237
BID,-1.3261305259569155e-05,-1.6044843780158498,0.05700000000000005
PRDM1,-1.4661795378261162e-05,-1.7767590716283332,0.08199999999999996
BLM,7.85602881512503e-06,0.9931649799304276,0.237
BLMH,-1.0572954969171366e-05,-1.2737896330690903,0.08699999999999997
CXCR5,-5.853931802329478e-06,-0.6933012316391878,0.364
BLVRA,-1.2744115385019078e-05,-1.5408647023120274,0.08199999999999996
BLVRB,1.3769263904394746e-05,1.720553734528672,0.0050000000000000044
BMI1,-8.023052251817433e-06,-0.9601253640315777,0.16900000000000004
BMP1,-1.462784202336961e-05,-1.7725824596458644,0.01200000000000001
BMP2,7.451889634400674e-06,0.9434517026949459,0.16500000000000004
BMP3,5.936681780025818e-06,0.7570655473142506,0.718
