,w,w_zscore,pv
ARG2,6.729851227467496e-06,0.8324709849442639,0.266
RHOA,1.1138416731918792e-05,1.3587468159588219,0.28600000000000003
RHOB,-3.141263044751551e-06,-0.3459007238137123,0.765
RHOC,1.509699678525272e-05,1.8313052944712698,0.09899999999999998
RND3,2.3791334887283168e-06,0.3131007745769982,0.647
RHOG,-8.34407158381989e-06,-0.966989915920119,0.352
ARHGAP1,2.4247173363977324e-06,0.318542380761332,0.634
ARHGAP4,1.1633415515611837e-05,1.4178376689758003,0.07799999999999996
ARHGAP5,1.537138753909261e-06,0.21258701827024387,0.846
ARHGAP6,1.3707064111560566e-05,1.6653810335834487,0.19899999999999995
ARHGDIA,1.6391380841180104e-05,1.985823367072748,0.018000000000000016
ARHGDIB,2.7552145331383865e-06,0.3579957328068105,0.792
ARHGDIG,1.5896804912392399e-06,0.21885922777883884,0.839
ARL1,3.63439045960287e-06,0.46294802189969486,0.503
PHOX2A,-3.1925637658697985e-06,-0.3520247860763444,0.646
ARL2,-8.621994582917649e-06,-1.0001671834826742,0.40700000000000003
ARL3,-3.878461253454975e-06,-0.43390431580210576,0.42800000000000005
ARNT,-9.408597221574332e-06,-1.0940684665461349,0.134
ARNTL,-1.2937324642823984e-05,-1.5153129630080646,0.02300000000000002
ARRB1,1.0897393846679998e-05,1.3299745273097139,0.277
ARRB2,1.0344966494428826e-05,1.2640280956217622,0.125
ARSA,-7.203555179571238e-06,-0.8308399102491926,0.372
ARSB,9.44027083721931e-06,1.1560293694301098,0.21799999999999997
STS,-1.2914358740947498e-05,-1.5125713911559864,0.0050000000000000044
ARSD,9.130052396465702e-06,1.1189968091701334,0.18100000000000005
ARSL,-3.577210159699536e-06,-0.3979422393511355,0.733
ARSF,2.850373932543838e-06,0.3693554578580511,0.625
ART3,-1.0854603382125093e-05,-1.2666865422053597,0.118
ARVCF,1.0158538889159889e-05,1.2417731596821917,0.17100000000000004
ASAH1,6.564310776674377e-06,0.8127094688185061,0.51
ASCL1,-1.6955144426249983e-06,-0.17331339438556845,0.725
ASCL2,1.4782648798291108e-05,1.793779766519164,0.01200000000000001
ASGR1,-1.2079267053228033e-05,-1.4128816913014275,0.20999999999999996
ASGR2,-1.1335206918384994e-05,-1.3240589517064396,0.33199999999999996
ASIP,1.6580809038104302e-05,2.008436500903518,0.0020000000000000018
ASL,4.6304326282579e-07,0.08436605918770466,0.944
ASMT,-1.1140515956632697e-05,-1.3008175713563555,0.08499999999999996
GET3,-3.401688959746126e-06,-0.37698926376919495,0.673
ASNS,-8.334597765726548e-06,-0.9658589717422633,0.406
ASPA,-8.054544532934827e-06,-0.9324274059263619,0.265
ASPH,7.867661083900513e-06,0.9682978944290465,0.236
ASS1,6.185339325789368e-06,0.7674694661364717,0.366
ASTN1,1.5245455913507277e-05,1.8490277148402028,0.18500000000000005
ZFHX3,9.614919585377474e-06,1.1768781954211913,0.06899999999999995
ATF1,4.756870138270013e-06,0.596944879855201,0.562
ATF3,-2.594912315924777e-06,-0.2806796936286324,0.663
ATF4,-1.0000954455557769e-05,-1.1647815579717593,0.28
ATIC,-1.6860120629815646e-06,-0.17217904065113612,0.851
RERE,-6.503765527146509e-06,-0.7473019928714512,0.359
ATOX1,1.0760075828591865e-05,1.3135820853669467,0.06899999999999995
ATP1A1,-1.800900636286334e-05,-2.1207487922273605,0.008000000000000007
ATP1A2,-1.3848661549149872e-07,0.012557976428839442,0.993
ATP1A3,-1.6329703416826108e-05,-1.9202807369021992,0.008000000000000007
ATP1A4,-1.3897117456415353e-05,-1.6298889537843355,0.09399999999999997
ATP1B1,-1.203806969934985e-05,-1.4079637261207014,0.14500000000000002
ATP1B2,1.102931888347808e-05,1.345723178044842,0.19199999999999995
ATP1B3,-1.7324675267656894e-05,-2.039056251772821,0.0
FXYD2,4.717979091073271e-06,0.5923022317734551,0.495
ATP2A1,-1.2371232239897763e-05,-1.4477352555927574,0.09699999999999998
ATP2A2,-1.4101267342832145e-05,-1.6542595003979776,0.025000000000000022
ATP2A3,7.158768700061852e-07,0.11454826167350665,0.927
ATP2B1,-8.58086036760742e-06,-0.995256755516102,0.133
ATP2B2,-1.5418546508238516e-05,-1.8115106939557073,0.008000000000000007
ATP2B3,-1.4089154528784629e-05,-1.652813524088372,0.02200000000000002
ATP2B4,1.3340226665533308e-05,1.6215895368799689,0.040000000000000036
ATP4A,-1.49292780561465e-05,-1.753103903594093,0.010000000000000009
ATP4B,5.373312863666885e-06,0.6705331949780123,0.357
ATP5F1A,-1.3524990445757209e-05,-1.5854660113148773,0.09899999999999998
ALDH7A1,1.3654742476878175e-05,1.65913509899436,0.122
ATP5F1B,-1.279835469736554e-05,-1.4987233209899646,0.14700000000000002
ATP5F1C,-1.8419181166469868e-06,-0.1907904433557405,0.762
ATP5F1D,-8.525791633911202e-06,-0.9886828839110109,0.389
ATP5F1E,-1.9916924114763095e-06,-0.20866986272613083,0.7010000000000001
ATP5PB,-3.752917318835152e-06,-0.41891741395065923,0.648
ATP5MC1,9.366963623283178e-06,1.1472782654951346,0.08599999999999997
ATP5MC2,-1.164509766163246e-05,-1.3610523928295464,0.19199999999999995
ATP5MC3,-1.6200692217116266e-05,-1.9048799276664221,0.05800000000000005
ATP5ME,9.63039540737749e-06,1.1787256333407297,0.10699999999999998
ATP5PF,-4.16949694428079e-06,-0.46864692082625764,0.694
ATP6V1A,-8.270582701790245e-06,-0.9582171252195086,0.281
ATP6V1B1,-8.098675797679432e-06,-0.9376956089288442,0.262
ATP6V1B2,-5.09280931383771e-06,-0.578868031090801,0.40800000000000003
ATP6V0C,-3.6180851359161645e-06,-0.4028217204554508,0.527
ATP6V1C1,7.391975629090358e-06,0.9115125846091097,0.28900000000000003
ATP6V1E1,1.827973302041973e-06,0.2473056117337512,0.772
ATP6V0B,3.159031258830791e-06,0.40620165890153886,0.637
ATP6V1G2,-1.2114296015050841e-05,-1.4170633000297683,0.16900000000000004
ATP6V0A1,-1.2597231053849039e-05,-1.4747140344042375,0.10199999999999998
ATP6AP1,-3.858816110510831e-06,-0.43155916205132444,0.469
ATP7A,-7.907669659136893e-06,-0.9148941071276665,0.45899999999999996
ATP5PO,-9.3490185662746e-06,-1.0869562196492841,0.27
ATP7B,1.1539259840371432e-05,1.4065977642535388,0.31399999999999995
ATR,-5.771875249612134e-06,-0.6599320391683772,0.41600000000000004
ATRX,4.3377317144970995e-06,0.5469099145000301,0.569
KIF1A,-4.537026621560866e-06,-0.5125210531574632,0.30600000000000005
AUH,-1.4965297439957585e-05,-1.7574037446940316,0.0020000000000000018
AUP1,-5.302985478204613e-06,-0.6039579691783629,0.491
AVP,1.980313403898727e-06,0.2654913262525795,0.766
AVPR1A,7.570524470533507e-06,0.932826987176635,0.245
AVPR2,2.3745340540179634e-06,0.3125517135906197,0.742
AXL,7.952577807329226e-06,0.978434892312906,0.394
AZGP1,-1.1178373314768984e-05,-1.30533682202714,0.19999999999999996
AZU1,5.788434811576845e-06,0.7200886904987458,0.372
B2M,3.642504625985504e-07,0.07257259417389246,0.953
BAAT,-4.66620804220557e-06,-0.5279421826456808,0.517
BACH1,-7.287220946920532e-06,-0.8408275743078897,0.40900000000000003
BAD,1.8078907102665389e-06,0.24490823719891183,0.7170000000000001
BAG1,-6.044749362290149e-06,-0.6925065921078727,0.372
BAGE,2.277020767168805e-06,0.300910991451029,0.714
ADGRB1,2.0389205597437583e-06,0.27248759966954494,0.8049999999999999
ADGRB2,6.104381728400111e-06,0.7578050919086297,0.42100000000000004
ADGRB3,1.1789421500914773e-05,1.436461001094978,0.09299999999999997
BAK1,-1.4653256476564115e-05,-1.7201536194197964,0.013000000000000012
BARD1,1.013380656359929e-06,0.15006300047804688,0.849
BAX,-7.529976544955765e-06,-0.8698067068534838,0.352
BBS1,-1.1824140664006163e-05,-1.3824257862307385,0.031000000000000028
BBS2,-2.9042525229512004e-06,-0.31760741407526527,0.675
BBS4,1.4389870122630703e-05,1.7468915159693506,0.07999999999999996
BCAT1,-1.7052622335822265e-05,-2.0065797279156494,0.02300000000000002
BCAT2,-1.2210625844644797e-05,-1.4285627460672294,0.05400000000000005
BCHE,1.6820987408179304e-05,2.03710797491821,0.006000000000000005
BCKDHA,-9.678285729924316e-06,-1.1262627355671255,0.17300000000000004
BCKDHB,-9.843647218104337e-09,0.027914827759255686,0.998
CCND1,8.400684902335899e-07,0.1293737299747555,0.909
BCL2,3.305019631290044e-06,0.4236291309345349,0.726
BCL2A1,1.1746705660323283e-05,1.4313617654179596,0.02300000000000002
BCL2L1,-4.728305280198429e-06,-0.5353550872504561,0.496
BCL2L2,-1.335885625076802e-05,-1.5656336165280493,0.0020000000000000018
BCL3,-1.52488555207242e-05,-1.7912537043794818,0.009000000000000008
BCL6,3.4337158452545957e-06,0.43899233850947866,0.599
BCL7A,-5.35350662594398e-06,-0.6099889692811172,0.357
BCL9,8.025842674955307e-06,0.9871809411251912,0.30600000000000005
HCN2,-3.7747103123675947e-06,-0.421518968984831,0.489
OPN1SW,1.0516485911878035e-05,1.2845033554000447,0.18799999999999994
BCR,1.498981897916139e-05,1.8185108630603992,0.07399999999999995
BCS1L,8.507831384794085e-06,1.044718706766627,0.22899999999999998
BDH1,-1.579396121385795e-05,-1.8563261074899886,0.0010000000000000009
BDKRB1,1.312835986793154e-06,0.18581070632847851,0.844
BDKRB2,1.1112661381371949e-05,1.3556722515685626,0.22399999999999998
BDNF,1.4137354838120941e-05,1.7167473134923608,0.12
CFB,-7.955606233436292e-06,-0.9206165718273369,0.374
BFSP1,1.2177265619612313e-05,1.4827601851868477,0.18700000000000006
BGLAP,3.5270834909065507e-06,0.4501381716054692,0.5429999999999999
BGN,1.0466327112774804e-06,0.15403248960484034,0.856
CEACAM1,1.4492777344975726e-05,1.759176143225619,0.06499999999999995
BHMT,7.461250598571759e-06,0.919782336322115,0.29100000000000004
BICD1,-1.2680292035617149e-05,-1.4846295017281914,0.22899999999999998
BID,-1.3853314739684303e-05,-1.6246599714486862,0.08499999999999996
PRDM1,-1.614827022727569e-05,-1.8986220131046605,0.019000000000000017
BLM,7.183453252787158e-06,0.8866200687185568,0.355
BLMH,-1.1642645549416772e-05,-1.3607596700849827,0.05900000000000005
CXCR5,-3.363138643461662e-06,-0.3723872906970027,0.637
BLVRA,-1.4565022381317982e-05,-1.7096206077740377,0.027000000000000024
BLVRB,1.4569428534360662e-05,1.768326436751048,0.04200000000000004
BMI1,-7.956832572602962e-06,-0.9207629669899795,0.20699999999999996
BMP1,-1.5897962552278914e-05,-1.868741345677752,0.010000000000000009
BMP2,9.090013576942714e-06,1.1142171449015574,0.10899999999999999
BMP3,3.5059205105120414e-06,0.44761182486464846,0.614
BMP4,-1.4793336338295242e-05,-1.73687575852979,0.031000000000000028
BMP5,-1.6629708531857211e-06,-0.16942847885940485,0.8240000000000001
