,region,T1T2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD1,DRD2,DRD3,DRD4,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR3,VIP,PV+,SOM
114,FOP3,1.18536216,-0.379411608,1.690459132,0.208541319,0.881643176,0.186798558,1.259542584,-0.695197761,0.699820399,-0.358943135,0.093213946,-0.902485788,-0.757838547,0.408757687,1.871584535,0.382447749,0.182220414,0.371201009,0.169923842,-1.643137693,-0.294810414,0.002514699,0.732077301,-0.871469259,0.458779722,0.115198307,0.092982329,-1.047663569,-0.408865988,0.566598475,1.450331211,0.099690691,0.518569231,0.819409668,-1.35964334,-0.478824109,1.623100638,1.323574185,1.095703959,-0.058913767,-1.3810395,-0.243954211,-0.888594806,-1.348488808,1.352331638,0.308082461,-0.206117317,-0.644263148,0.890099049,1.200088024,-0.690492928,1.584177017,-0.005394322,-0.162517503,1.320123911,-0.353200078,1.583718061,-2.201152802,0.511321068,-0.536959708,0.885865688,0.792660356,-0.129641876,-0.278775454,0.053148981,1.55843997,0.366493106,1.253842831,0.45098722,1.172482967,0.441821665,-1.143381834,1.206471562,1.768422127,-0.486370981,1.604905486,0.400296837,0.631968319,-0.684568524,0.928846061,-1.111758828,2.209413528,0.824984074,-0.964823902,0.295207173,-1.200003266,2.363333941,-0.098662242,-0.645366192,-1.021769524,-0.838836372,1.470367193
115,FOP2,1.237376928,-0.373359919,0.927601933,0.372943997,0.889108002,-0.280860603,0.751087248,-0.262424707,0.00880925,-0.037917912,0.844610035,-0.813916564,-0.497714698,0.568343043,0.632583141,0.748034418,1.08398211,0.082092851,-0.582403362,-1.383140683,0.084821753,-0.266787618,-0.159671977,-1.428272963,0.798388422,0.310322911,0.113277286,-1.115174532,-0.814046443,0.269870132,0.782305241,0.063765801,0.574973464,0.353996515,-0.4929277,-0.106942467,1.587905526,1.06743741,0.866634786,0.005429101,-1.777785778,-0.16101253,-0.677876532,-1.813264728,0.572394967,-0.213073239,-0.573818684,-1.516013861,0.442272544,1.339847088,-0.274079531,1.174121141,0.368633211,-0.261178017,0.673519671,-0.729632139,1.00046587,-1.063524365,0.22047621,-0.434128851,0.579416811,0.410556465,0.444443673,-0.214506477,-0.070402615,0.78587389,-0.447033942,0.409123898,0.212474644,0.651350498,-0.29407835,-0.528565705,0.141973495,0.683340371,-0.512323439,1.017869711,0.350640327,-0.087631755,-0.249273911,0.383447349,-0.602443993,1.287963629,-0.055016357,-0.488061786,0.847190022,-1.22546649,0.943683445,-0.120175585,0.161732763,-0.705051005,-0.096087828,0.62858206
116,PFt,1.286130667,0.961706102,-0.275884449,0.263246953,-0.427197516,-1.068161249,-0.300897807,-0.025995059,0.092893116,0.140564695,-0.113175936,1.589682817,0.924548209,-1.849001288,-0.829165637,-1.166986823,0.030677913,-0.485969216,1.139087558,0.806757748,0.188443735,0.509049833,-0.985289752,0.985451281,1.531776428,-1.07709074,0.230943754,1.208778143,0.221101791,-1.081172466,-0.278726429,0.53301543,0.182230726,0.585521221,0.105083682,-0.134053379,0.919272482,-0.336627483,-0.106044069,0.315327793,1.001464009,0.131214008,-0.17714417,0.914922416,-0.328249633,-0.410735011,0.060881149,1.026381493,0.167776078,-0.168039009,-0.931075931,-0.793774366,1.769713283,-1.274505615,-0.41561836,1.259340167,0.211265042,-0.320480943,-0.00737999,0.626750231,-1.07894671,-0.114570439,-1.009020567,0.011381966,0.867105424,-0.255674481,0.040597286,-0.605286658,-0.554735482,-0.527777195,0.245642945,0.271646976,-0.230093643,-0.554285645,0.291188747,-0.482832819,0.479030877,-0.297310233,0.195371032,-0.64653182,0.363360733,0.259007841,-0.020195061,0.134929359,1.428349257,1.808826566,-0.611580431,0.562826455,0.61543721,-0.511912525,0.276136428,-0.397353977
117,AIP,1.347763062,1.138073325,0.1514685,1.589982271,-0.466518909,-1.41821444,0.538762271,0.234118909,-0.611517072,1.135912538,-0.239122003,1.666617155,1.002483368,-1.972362041,-0.18496798,0.162620246,-0.26558724,0.079013541,0.684596062,0.140220433,0.443028957,0.444149137,-1.059333801,1.768665671,1.222207427,-0.158376127,1.0075804,0.75677079,0.273393691,-0.563341737,-0.252925128,-0.134351537,-0.406159341,0.846576869,0.466355771,0.363143653,0.06274835,-0.280995041,-0.233142704,0.766626477,1.263698459,0.39006415,-0.771654844,1.192877412,-0.023470737,0.031799458,0.593436122,2.038313866,0.128059909,0.300425798,-0.489491731,-0.792197347,0.204563886,0.365947872,-0.654673278,2.111930847,-0.158128396,0.1576242,0.703925312,-0.226903126,-0.745112002,-0.396793902,-0.425890476,-0.184398234,1.33731246,-0.268437386,0.820771039,0.082287885,-0.481315702,-0.863254845,1.256722808,0.636908531,0.583690763,-0.403692901,0.909402609,-0.496944368,0.629103661,0.578033328,0.372652978,-0.666906416,0.95789814,0.316504329,1.373097897,0.851493716,-0.354284197,2.014115334,-0.623161614,0.005439776,-0.145681456,-0.337610602,0.686031282,-0.524847448
118,EC,1.330799103,1.238912225,-1.889056206,-4.795924664,1.779045105,0.165587276,0.801151633,-1.952830434,3.325814724,1.438725352,-6.317502499,1.228776693,1.243253469,1.590661883,0.51721096,-3.549986601,-0.501457989,-0.982942998,2.140411854,1.682601452,-1.690412998,-1.78192997,6.249627113,1.783291101,-1.552930117,-1.121397734,-2.987434149,-0.428334892,1.390198588,-0.146576628,2.973420858,0.943317533,1.021570563,-3.302558422,-1.886659026,-3.942959309,1.324823141,1.761202812,2.399987698,-3.751925945,-0.650187135,2.250247717,-2.459017992,0.239857823,1.009121776,2.411964178,-0.67888099,-0.265774459,-0.536997259,-2.072653055,-2.131830215,2.190008163,0.954374611,-1.018120766,0.657409608,-0.892082095,-1.285599947,1.398724794,-0.224289611,2.780931473,3.39988184,1.217173696,2.070366621,2.197625875,-0.364985734,1.493212581,0.892442405,1.792883635,0.81470871,0.288987219,1.534537911,-2.140879154,1.771564722,1.307607651,-2.425567627,2.55631423,0.328202367,1.662090898,-1.446192384,2.232260704,-3.653257608,-1.2151829,2.111169577,-1.296409726,-2.482212543,1.299221277,2.293848276,0.486537725,0.179430351,-0.726001382,-2.17400074,1.767032266
119,PreS,1.696232319,1.821274042,-1.146700263,-4.200735092,-2.523258686,-0.090444282,-1.000583053,-1.337355018,0.500267506,2.453691006,-1.25803721,1.754930019,1.90222168,0.423714578,0.992333353,-2.693787813,0.32211861,-1.054600835,2.004829645,2.820539236,-0.092196926,0.338317156,1.119829655,1.036111832,-1.784245849,-1.376874208,-3.226902723,0.136659399,1.721157193,-0.423223466,1.493265629,2.0586164,1.078145385,-0.830886781,-0.495555103,-2.467685461,-0.403050333,1.772516727,1.139939666,-2.02553606,1.909984589,1.647675037,-1.210324407,2.241799593,-0.186947852,1.427847743,0.726784408,0.113778695,-0.754637659,-2.382905006,-1.905191183,0.505226314,-1.17532742,-1.673419833,0.319713473,0.731577516,0.066133775,0.551348865,-0.739272833,1.459201813,1.483803868,-0.080543406,0.159573168,2.156496286,-0.058720738,0.350911647,0.448933303,1.527267218,0.403616071,0.373912007,0.526430726,-1.527730703,-0.0909082,0.733086705,-1.742800355,1.055287719,0.635734558,0.837037563,-1.020520568,0.58561784,-2.143634796,-0.71778965,-0.33271119,-0.795521736,-0.309423745,1.492503881,0.956433415,1.167160034,2.064511299,0.398069113,-1.366766334,0.657606661
120,H,1.253536105,6.016363144,-4.277167797,1.554197311,-6.253869534,0.398598045,-0.947558463,-4.885363579,1.520975471,2.744458675,-3.608157635,6.045034885,1.563526869,-5.635761261,-0.161676958,-1.355189443,-2.906298876,-9.911696434,0.786781669,2.704441786,-0.581309915,-0.493311703,1.64524281,2.237094641,-0.708924651,-0.775396049,-7.375220776,3.711726665,9.681627274,-3.498033524,2.030046225,4.053565979,0.276543796,-4.360574245,-4.942228794,-8.239030838,0.504080832,2.258892775,2.610682249,-5.572136402,4.492375374,8.188726425,-7.769470215,2.435234785,1.544593573,8.661596298,9.559799194,5.284060478,-10.60311508,-4.731194496,-1.296979308,3.65816474,1.038749814,-4.852051258,-0.567299187,-1.587178469,0.278643221,4.962870121,-6.642445087,-0.225518912,6.153799057,-0.839188159,6.582413673,-6.678013802,1.325014353,-1.999559879,-3.362980127,1.935381532,-11.68357277,1.465071797,-0.551692069,-6.240257263,2.522130013,3.297545433,-2.127436161,2.440107584,0.180932537,0.842710733,-3.611544132,5.066048622,-7.022701263,-2.128436327,-1.102006912,0.584924936,-5.565187454,2.328154564,3.580131292,5.671471119,3.312262297,-2.842103243,-3.131854057,-0.952197671
121,ProS,1.367608547,1.487253428,-1.184300065,-2.61675787,-1.327888608,-0.207503125,-1.038718343,0.08015921,-1.116982579,2.109250307,0.423137575,1.51142168,1.083142519,0.384247661,0.816853046,-0.758095026,1.109550834,-0.718089521,1.143284917,1.432074308,1.452838182,0.586996555,0.299041629,0.492665678,-1.668726563,-1.387241244,-2.118117332,0.713720381,1.539288402,-0.475371689,-0.014383744,2.428985119,1.460016966,-1.036199689,0.660081863,0.214696884,-0.365033627,-0.229382783,0.365510821,-0.867013335,2.128615618,0.942241192,-0.33695516,2.170063734,-1.236079931,0.905208886,1.221647024,0.256176561,-1.325190187,-1.863934159,0.123299241,-0.860631168,-1.344887614,-1.525746584,-0.253532857,1.655625343,-0.119797491,1.435081482,-1.085073471,0.847972691,0.279063046,-0.93404144,0.063252628,0.659020543,-0.029434962,-0.51648289,-0.788923979,0.186341792,-0.18975018,0.320877075,-0.268100232,-0.001315415,-0.825976551,-0.269239217,-0.233817399,0.207163975,0.499161035,0.054642182,0.321614414,-0.486814827,-0.215316132,-0.837093771,-1.571200252,0.119058929,0.411673874,1.716746688,-0.356809318,0.512067199,2.285456657,0.234947652,-0.004069466,-0.611767828
122,PeEc,1.145482063,0.700844169,0.131644145,-2.520452023,-1.421506524,0.529137254,1.048077106,-1.279392958,2.444900513,1.391293764,-2.038100958,0.876876533,0.537043273,0.777913332,1.055228949,-0.866446197,-1.117614746,-0.033137642,1.155604839,-0.094443396,-0.719739676,-0.827774107,3.375921965,1.01797998,-0.688671768,-0.455285251,-0.781645894,0.106304705,0.884869814,-0.587330222,2.730292559,0.432180941,1.308983803,-1.604639173,-1.819332242,-0.582131624,0.335576534,1.661260962,1.957710505,-0.872005165,-0.807768643,1.844293475,-1.338994622,0.231366679,1.225952268,1.950391173,-0.160963655,-0.427263409,0.275171757,-0.048953414,-1.350806952,2.139485359,0.822800696,-0.469181895,1.504244924,-0.705775559,2.139670372,0.474133611,0.267845094,0.391347677,2.127359867,0.92563045,0.933306992,1.208142996,-0.993024588,1.708504319,0.391763151,1.370434642,0.736948013,0.5808447,2.713592052,-2.243514776,2.403679371,1.205988526,-1.636755943,1.659786701,-0.386471838,2.070284605,-1.9545784,1.845618248,-2.12906909,0.012638438,1.657260895,-1.526061535,-1.902169108,1.26715374,1.149399757,0.559520662,0.442647755,-0.835970938,-2.547319889,1.349780679
123,STGa,1.150693834,0.303708345,1.368132114,-1.449910402,-1.208720207,1.774166226,2.523642778,-0.559143841,1.247826576,0.08107049,-0.017304903,-0.006984156,-0.924624383,-0.589996755,0.799138486,0.922552943,-0.119528554,1.381634951,-0.001857846,-0.629695535,-1.020466566,-2.253160954,0.40801996,-0.334196478,-0.907069266,0.145580828,0.961260319,0.784699857,-0.220870435,-0.322414339,1.814339042,-1.207760811,1.832932949,-0.425109237,-1.31661582,0.368440241,-0.327138186,1.984967589,1.739070058,0.792839944,-1.104550481,1.143531203,0.065439977,-0.688463807,0.904972374,1.03993988,0.925893128,0.732563794,0.798606575,0.342679113,-1.053911209,0.839996099,0.23288992,0.50797832,1.703234553,-0.285039902,2.267739058,-0.485706478,0.949757755,-0.427987993,0.983668447,1.203012466,-0.236428827,0.020361101,-1.403849244,1.62963438,0.951988935,1.264386296,0.606123686,0.103928454,2.573257208,-1.216324091,2.057100296,1.382975101,-0.578410208,1.252566576,-1.337051392,1.609598637,-1.329530597,1.446003795,-1.027424574,2.747480869,1.609309912,-0.590627372,-0.762453616,-0.20551604,0.688171089,0.204520583,-0.74037075,-0.039911766,-1.505048156,1.038554192
124,PBelt,1.504482627,0.269969702,-0.426535189,0.700584471,-0.028630927,0.182900265,-0.399890244,0.770021915,-0.6458323,1.72020781,0.590663075,0.87893939,-0.170311168,0.277754515,-1.107036829,0.365732014,1.3299793,-0.028324675,-0.430261165,1.05563724,0.053919896,0.964553118,-0.584271789,-1.25380218,0.4174743,0.062218696,0.030978002,-0.017304745,-0.677281797,-0.809220016,-0.113094091,-0.221420541,0.770997584,-0.345722347,0.594293952,0.441955537,0.00372597,0.122714683,-0.025336826,0.461432099,-0.039817382,0.159445003,0.42422995,0.018861914,-0.577904582,-0.540972531,-0.545381725,-1.074667692,0.01956787,0.854178727,0.414351046,0.069033928,1.437392473,-1.572537184,-0.58527422,-0.013924864,-0.022040218,-0.313244969,0.016097454,0.478643,-0.185663596,-0.047603834,0.371198595,0.154727086,0.238839611,-0.715975702,0.154376581,-0.336456269,-0.093959101,-0.681854069,-0.433974683,0.555958271,-0.729600668,-0.925092876,-0.17441684,-0.469844401,0.577346385,-0.904893517,0.668770313,-0.142176777,0.317567348,0.019017875,-0.768555999,0.074834034,1.320589185,-0.333860159,-0.746065915,1.033389568,1.515725017,0.448300034,0.874669552,-0.215518877
125,A5,1.3256042,0.135789275,0.107515231,0.649010599,-0.113034979,1.05081284,0.60366565,0.455233634,0.005681817,1.477300286,0.222470909,0.623980761,-0.454857469,0.71822083,-0.508387148,1.118345141,0.652641058,0.691027939,-0.909305036,-0.314988703,-0.56541276,0.349012434,-0.565972626,-0.830282927,0.315668046,0.26363197,0.38487941,0.06375318,-0.513242364,-0.322863191,0.266916364,-0.886654913,1.369470358,0.340824246,0.280122936,0.431895733,-0.481790543,0.529121518,0.243838429,0.945475221,-0.90403378,0.324622095,0.321774274,-1.00813055,-0.085633174,-0.575158238,-0.927720726,-0.634822309,0.194441959,0.87036109,0.47531268,0.503973067,0.792073667,-0.851635933,0.036092497,-0.397513896,0.903662086,-0.116270684,0.002810288,0.03611898,-0.178161532,0.04472157,0.534089386,0.60379988,-0.024712915,-0.381645352,0.490480244,0.129759416,0.053756531,-0.953883886,0.255981892,0.196150944,-0.377343357,-0.280032188,-0.237978458,-0.225541174,0.371828824,-0.348410219,0.098629735,-0.015471442,0.055070408,0.5384987,-0.161265254,-0.006851744,0.552755356,-0.567997515,-0.659641981,0.8890751,0.941511512,0.383830369,0.347298771,-0.067332342
126,PHA1,1.29278338,1.375482321,-0.565593243,-3.617398262,-1.503862023,0.231457755,-0.59525454,-0.76346314,0.011063595,2.188472748,-0.702640891,1.164303422,1.14102006,0.014127037,0.898507059,-1.937094331,-0.367300212,-0.64062804,1.188318372,1.835747242,-0.673458874,0.63215977,1.855092287,0.337291718,-0.92460984,-0.883494556,-2.193921328,-0.081746571,1.2494452,-0.271106452,1.608740449,1.635104775,1.150476933,-1.294924855,-0.457513183,-0.40021047,-0.777203918,1.322195172,0.920368195,-0.615969598,1.007525921,1.594585061,-0.521367431,0.795573175,-0.16603218,1.225127101,0.236566275,-0.164071664,-0.22484462,-1.853795409,-0.982399523,0.909300745,-0.406128109,-1.669690847,0.275209725,-0.229043528,0.809237719,0.683482111,-1.088926673,0.792496324,1.860224485,0.192630276,0.904708743,2.073419333,-0.844662726,0.625187457,0.139283463,1.488165617,0.573615432,0.19511725,0.491462976,-1.306559443,0.554368436,0.568283319,-1.408900857,1.055287719,1.005626202,0.742446065,-0.796788096,0.897726476,-1.878072023,-1.097666383,0.085880764,-0.728969455,-0.135209337,0.53370744,0.731956244,1.165229917,1.514773369,0.575042367,-1.264919281,0.796875179
127,PHA3,1.25785017,0.829188347,0.163549438,-1.462310076,-1.440457582,0.727733076,0.061309993,-0.196640149,-0.555780113,1.749114394,-0.176830158,0.423152477,0.169847518,0.136870131,0.330445617,0.295006812,-0.977465332,0.243075415,-0.30924198,0.306199253,-0.126227349,0.383675635,0.978926122,-0.62000525,0.355930477,-0.174787223,-0.054482304,-0.066195071,0.380482376,-0.668442547,1.242379665,0.314646721,1.460529566,-0.697551906,-0.342140704,0.873449981,-1.272561312,1.311880469,0.499679357,0.680290401,-0.012366993,1.198321581,0.24326995,-0.184586495,0.03995556,0.571898282,0.088144369,-0.503121674,0.470387608,-0.052782785,0.634647429,1.502437711,0.587902546,-1.388393521,0.79384917,-1.235647321,1.747182608,0.147748381,-0.842942953,-0.402058244,1.535601377,-0.129421905,1.048006296,2.046800613,-1.573531508,0.848793209,-0.080880962,1.02025187,0.414679587,0.217271701,0.587760329,-0.435105175,0.714461029,0.45518437,-0.329555988,0.778038323,0.814728498,0.359461457,-0.153514862,1.030523896,-0.711836338,-0.504045784,0.697871566,-0.690613747,-0.011794469,-0.75987947,-0.250208706,0.485344857,1.108772635,0.774950683,-0.487880498,0.158652619
128,STSda,1.238856673,-0.035825428,0.782561779,-0.723093331,-0.439077169,1.654885888,0.609858751,-0.001567173,0.725245297,0.342666507,-0.308931023,-0.513351858,-0.699522138,0.769267321,0.065798797,0.640212715,-0.260886222,0.934268475,-0.538854718,-0.463996142,-0.66399157,-0.226248339,0.610422373,-1.303183436,1.023756862,0.663026452,0.318276525,-0.20663029,-0.642867267,-0.313434988,0.881754458,-2.041117668,1.300342202,-0.043739244,-0.702285767,0.338907629,-0.131346181,1.079597831,0.798004627,0.908386171,-1.617453098,0.474425048,-0.18112652,-2.137978792,0.30297038,-0.312120736,-0.49922207,-1.042471051,0.777058423,0.095484167,0.115418464,1.133286357,1.133153558,-0.576310039,0.913830161,-0.566875041,1.670800805,-0.01427162,0.080256402,-0.268878937,0.065568395,0.130938053,0.471692532,0.394402802,-0.851103663,0.814237237,0.1340404,0.482591152,0.233786628,-0.379554868,0.36529991,-0.604628623,0.549959838,0.449714422,-0.841030121,0.645556331,0.271330029,0.145056874,-0.86583966,0.203451484,-0.494928658,1.658735394,0.760716856,-0.982817411,-0.801364481,-1.123069167,0.140423328,-0.199982941,-0.150095135,0.002346772,-0.324046165,0.672988653
129,STSdp,1.320376992,0.135062262,-0.015229227,0.878903985,-0.39915362,1.059049129,-0.127588689,0.362460345,-0.576239526,1.906257868,0.113150172,0.762601674,-0.03021631,-0.777141392,0.008086621,0.845058382,0.136536464,0.434454769,-0.556745172,0.763823867,-0.011261903,1.479596734,-0.061186206,-0.963595986,0.280032843,0.898629427,0.037589971,0.247484595,-0.590288162,-0.638157725,0.442032635,-1.177397132,0.939608097,0.48445794,0.014871099,0.522396028,-0.86662066,0.786156595,-0.082137056,0.893239498,0.190124094,0.364775598,0.2408562,0.05982184,0.080134027,-0.544570267,-0.249275699,-0.485496461,0.2920385,1.102733493,0.284836143,0.537654102,1.74838233,-1.571137547,0.122642234,0.355544776,0.822272062,-0.826740444,0.373609036,0.637845516,0.030898668,-0.416306704,0.292272687,1.23185277,0.50973469,-0.203498006,0.222094685,-0.116724499,0.067233503,-0.77524066,-0.204978645,0.179457843,-0.371722609,-0.270586491,0.01643334,0.097930595,0.879722953,-0.058122829,0.520927072,0.016708273,-0.099871464,1.064120054,0.364525795,-0.398752213,0.916447461,-0.690456152,-0.607214332,1.184534311,1.396564245,0.20885022,-0.091210455,-0.018213714
130,STSvp,1.274588943,0.172106117,0.277606875,0.559300184,-0.562630117,1.142070889,0.429165751,0.221924976,-0.004489771,1.983231902,-0.165789545,0.605269551,-0.252650946,-0.493191808,0.203788385,1.136659741,-0.30081135,1.070071697,-0.680471838,0.43919763,-0.374042004,1.056434274,0.027503191,-0.566255152,0.180327028,0.764394045,0.283867717,-0.406256616,-0.481683761,-0.509042621,0.591176748,-1.348606229,1.02206409,0.507341087,-0.26640597,0.399568468,-1.056379676,0.882724881,0.028691078,0.990169048,-0.172829822,0.455174118,0.023235075,-0.364866972,0.18743363,-0.590510964,-0.479520798,-0.550168872,0.31978938,1.036774516,0.468741119,0.855590343,1.167377114,-1.164292216,0.410041392,0.008631368,1.168455243,-0.448642671,0.502762854,0.498942405,0.072295755,-0.492290229,0.308989316,1.451229095,0.460406125,0.306301802,0.30502075,0.008215513,0.209535509,-0.764674962,0.415864646,-0.02662202,-0.294371843,0.127558872,-0.066987373,0.320378304,0.630552888,0.09469565,0.115780942,0.065633073,-0.14143087,1.187390089,0.668500304,-0.602076232,0.308527768,-0.530612707,-0.529565036,1.070059299,0.942002416,0.173819244,-0.249771863,0.185243234
131,TGd,1.07264477,0.550312757,0.853175223,-0.814148784,-2.037722111,0.133836061,2.052148819,-0.817010403,1.594666123,0.939447641,-0.482353657,0.813563883,0.112640537,-1.037487984,1.047210813,0.594498813,-0.909050345,0.893180788,0.371140391,-1.037859201,-0.61773479,-1.734299779,1.09114933,0.159725577,-1.646214247,0.156273574,1.227104187,1.4980551,0.430923522,-0.476717144,2.227524519,-0.255306393,1.808185697,-0.295600861,-1.48433423,0.429006666,-2.252553701,1.899636269,1.988968134,1.010853052,-0.724616885,1.401657462,-0.837533534,0.136052892,0.864575207,1.45530057,0.731026471,-0.340079635,1.052245378,0.40456903,-1.176435113,1.292036772,0.543210983,0.49370271,1.458738804,-0.497353137,1.967123389,-1.145300388,1.086004972,-0.980494022,1.438582301,0.53051132,-0.1229605,0.331301898,-1.605366468,1.541788697,1.07796824,1.301089048,0.350233883,0.051410709,3.085001707,-1.762199402,2.661615372,1.498966694,-0.729724586,1.213114381,-1.413861275,1.854696035,-1.390039802,1.657884836,-1.541090608,2.430551529,1.655136466,-1.464325666,-1.367819309,0.405384451,0.946711361,0.781778157,0.222716138,0.199925005,-1.860366702,1.192842245
